Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1579388400.0 136.742 NA 72 539 0 NA NA NA NA NA 129 663 0 NA NA NA NA NA 683 10830 710 NA NA NA NA NA 530 4130 881 NA NA NA NA
1579388400.0 136.743 NA 72 538 0 NA NA NA NA NA 132 657 0 NA NA NA NA NA 689 10318 709 NA NA NA NA NA 469 4046 799 NA NA NA NA
1579388400.0 136.744 NA 70 560 0 NA NA NA NA NA 135 751 0 NA NA NA NA NA 574 11637 691 NA NA NA NA NA 421 4408 742 NA NA NA NA
1579388400.0 136.747 NA 72 544 0 NA NA NA NA NA 135 676 0 NA NA NA NA NA 641 10283 729 NA NA NA NA NA 461 3975 1265 NA NA NA NA
1579388400.0 136.748 NA 72 543 0 NA NA NA NA NA 136 669 0 NA NA NA NA NA 648 10623 713 NA NA NA NA NA 456 4068 794 NA NA NA NA
1579388400.0 136.75 NA 74 565 0 NA NA NA NA NA 131 728 0 NA NA NA NA NA 763 13387 703 NA NA NA NA NA 574 4967 750 NA NA NA NA
1579388400.0 136.751 NA 72 573 0 NA NA NA NA NA 134 767 0 NA NA NA NA NA 677 13963 705 NA NA NA NA NA 469 5049 768 NA NA NA NA
1579388400.0 136.752 NA 82 540 0 NA NA NA NA NA 135 667 0 NA NA NA NA NA 839 11391 718 NA NA NA NA NA 711 4372 938 NA NA NA NA
1579388400.0 136.753 NA 81 543 0 NA NA NA NA NA 130 674 0 NA NA NA NA NA 677 11109 725 NA NA NA NA NA 582 4158 891 NA NA NA NA
1579388400.0 136.754 NA 80 554 0 NA NA NA NA NA 140 670 0 NA NA NA NA NA 768 9352 708 NA NA NA NA NA 625 3834 753 NA NA NA NA
1579388400.0 136.757 NA 84 542 0 NA NA NA NA NA 138 663 0 NA NA NA NA NA 743 10729 731 NA NA NA NA NA 597 4198 823 NA NA NA NA
1579388400.0 136.759 NA 71 568 0 NA NA NA NA NA 128 727 0 NA NA NA NA NA 689 14542 728 NA NA NA NA NA 596 5143 820 NA NA NA NA
1579388400.0 136.76 NA 77 561 0 NA NA NA NA NA 133 715 0 NA NA NA NA NA 739 15678 727 NA NA NA NA NA 493 5536 816 NA NA NA NA
1579388400.0 136.761 NA 73 575 0 NA NA NA NA NA 130 753 0 NA NA NA NA NA 757 17465 789 NA NA NA NA NA 525 6251 869 NA NA NA NA
1579388400.0 136.7611 NA 204 0 NA NA NA NA NA NA 281 0 NA NA NA NA NA NA 4781 114 NA NA NA NA NA NA 4209 177 NA NA NA NA NA
1579388400.0 136.763 NA 76 549 0 NA NA NA NA NA 134 698 0 NA NA NA NA NA 721 15577 733 NA NA NA NA NA 462 5631 816 NA NA NA NA
1579388400.0 136.764 NA 69 550 0 NA NA NA NA NA 129 701 0 NA NA NA NA NA 526 15335 732 NA NA NA NA NA 494 5389 805 NA NA NA NA
1579388400.0 136.766 NA 70 575 0 NA NA NA NA NA 131 774 0 NA NA NA NA NA 689 15563 727 NA NA NA NA NA 468 5596 819 NA NA NA NA
1579388400.0 136.767 NA 81 539 0 NA NA NA NA NA 130 676 0 NA NA NA NA NA 638 11054 724 NA NA NA NA NA 578 4075 879 NA NA NA NA
1579388400.0 136.768 NA 72 547 0 NA NA NA NA NA 136 692 0 NA NA NA NA NA 809 14205 740 NA NA NA NA NA 549 4980 818 NA NA NA NA
1579388400.0 136.77 NA 71 554 0 NA NA NA NA NA 131 696 0 NA NA NA NA NA 570 10619 703 NA NA NA NA NA 451 4132 772 NA NA NA NA
1579388400.0 136.772 NA 73 558 0 NA NA NA NA NA 136 717 0 NA NA NA NA NA 693 11888 706 NA NA NA NA NA 493 4351 768 NA NA NA NA
1579388400.0 136.7721 NA 195 0 NA NA NA NA NA NA 282 0 NA NA NA NA NA NA 4473 115 NA NA NA NA NA NA 3830 210 NA NA NA NA NA
1579388400.0 136.7722 NA 171 0 NA NA NA NA NA NA 248 0 NA NA NA NA NA NA 1219 109 NA NA NA NA NA NA 923 155 NA NA NA NA NA
1579388400.0 136.773 NA 74 568 0 NA NA NA NA NA 137 749 0 NA NA NA NA NA 676 10817 712 NA NA NA NA NA 472 4240 948 NA NA NA NA
1579388400.0 136.774 NA 73 547 0 NA NA NA NA NA 135 660 0 NA NA NA NA NA 796 10519 704 NA NA NA NA NA 583 4214 794 NA NA NA NA
1579388400.0 136.777 NA 82 566 0 NA NA NA NA NA 131 727 0 NA NA NA NA NA 549 11076 705 NA NA NA NA NA 578 4448 887 NA NA NA NA
1579388400.0 136.7801 NA 107 0 NA NA NA NA NA NA 160 0 NA NA NA NA NA NA 359 160 NA NA NA NA NA NA 465 203 NA NA NA NA NA
1579388400.0 136.7802 NA 131 0 NA NA NA NA NA NA 187 0 NA NA NA NA NA NA 343 188 NA NA NA NA NA NA 529 301 NA NA NA NA NA
1579388400.0 136.791 NA 201 536 0 NA NA NA NA NA 319 650 0 NA NA NA NA NA 1784 2870 1072 NA NA NA NA NA 1591 2418 1409 NA NA NA NA
1579388400.0 136.803 NA 200 539 0 NA NA NA NA NA 315 650 0 NA NA NA NA NA 1653 2815 1088 NA NA NA NA NA 1519 2406 1151 NA NA NA NA
1579388400.0 136.8311 NA 185 0 NA NA NA NA NA NA 270 0 NA NA NA NA NA NA 2044 121 NA NA NA NA NA NA 1413 218 NA NA NA NA NA
1579388400.0 1360.0 80 97 554 0 NA NA NA NA 152 376 665 0 NA NA NA NA 2709 353 1488 577 NA NA NA NA 1751 371 1858 697 NA NA NA NA
1579388400.0 1361.0 88 104 569 0 NA NA NA NA 161 377 678 0 NA NA NA NA 3292 518 1544 579 NA NA NA NA 1936 552 1628 829 NA NA NA NA
1579388400.0 1361.17 68 202 673 0 NA NA NA NA 129 474 829 0 NA NA NA NA 3100 1365 2125 1622 NA NA NA NA 1817 1512 2435 1792 NA NA NA NA
1579388400.0 1362.0 86 99 561 0 NA NA NA NA 159 369 688 0 NA NA NA NA 3485 460 1533 574 NA NA NA NA 2501 401 1802 677 NA NA NA NA
1579388400.0 1362.17 67 199 678 0 NA NA NA NA 128 477 832 0 NA NA NA NA 3789 1304 2068 1612 NA NA NA NA 2361 1242 2295 1875 NA NA NA NA
1579388400.0 1363.0 84 102 562 0 NA NA NA NA 162 377 686 0 NA NA NA NA 4091 508 1589 569 NA NA NA NA 2343 386 1853 622 NA NA NA NA
1579388400.0 1363.17 67 203 678 0 NA NA NA NA 129 476 836 0 NA NA NA NA 4276 1347 2099 1632 NA NA NA NA 2525 1248 2144 1760 NA NA NA NA
1579388400.0 1364.0 NA 109 553 0 NA NA NA NA NA 381 663 0 NA NA NA NA NA 492 1553 559 NA NA NA NA NA 437 1842 623 NA NA NA NA
1579388400.0 1365.0 NA 102 560 0 NA NA NA NA NA 381 679 0 NA NA NA NA NA 508 1549 566 NA NA NA NA NA 610 1900 619 NA NA NA NA
1579388400.0 1366.0 NA 101 557 0 NA NA NA NA NA 381 687 0 NA NA NA NA NA 498 1577 567 NA NA NA NA NA 566 1908 626 NA NA NA NA
1579388400.0 139901.0 NA 101 556 0 NA NA NA NA NA 373 686 0 NA NA NA NA NA 501 1554 569 NA NA NA NA NA 573 1778 633 NA NA NA NA
1579388400.0 139902.0 NA 106 567 0 NA NA NA NA NA 380 692 0 NA NA NA NA NA 500 1640 575 NA NA NA NA NA 392 1679 660 NA NA NA NA
1579388400.0 13992501.0 NA 248 802 0 NA NA NA NA NA 398 991 0 NA NA NA NA NA 2419 3410 603 NA NA NA NA NA 1364 2572 769 NA NA NA NA
1579388400.0 13992502.0 NA 257 809 0 NA NA NA NA NA 409 1033 0 NA NA NA NA NA 2399 3347 584 NA NA NA NA NA 1386 2327 642 NA NA NA NA
1579388400.0 140.0 72 88 290 0 NA NA NA NA 126 367 386 0 NA NA NA NA 3279 342 725 217 NA NA NA NA 3200 359 891 321 NA NA NA NA
1579388400.0 140.51 NA 43 317 0 NA NA NA NA NA 93 434 0 NA NA NA NA NA 481 1717 266 NA NA NA NA NA 544 1213 395 NA NA NA NA
1579388400.0 140.52 NA 354 322 0 NA NA NA NA NA 493 439 0 NA NA NA NA NA 2029 1735 244 NA NA NA NA NA 1405 1127 284 NA NA NA NA
1579388400.0 140.54 NA 332 0 NA NA NA NA NA NA 446 0 NA NA NA NA NA NA 1254 346 NA NA NA NA NA NA 1518 436 NA NA NA NA NA
1579388400.0 144.6 NA 413 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 2266 NA NA NA NA NA NA NA 2016 NA NA NA NA NA NA
1579388400.0 145.0 71 90 290 0 NA NA NA NA 119 361 389 0 NA NA NA NA 2368 370 757 212 NA NA NA NA 2153 379 1125 253 NA NA NA NA
1579388400.0 148.0 102 150 648 0 NA NA NA NA 154 388 800 0 NA NA NA NA 6941 594 3126 940 NA NA NA NA 7362 645 3237 1003 NA NA NA NA
1579388400.0 149.0 58 98 589 0 NA NA NA NA 108 377 736 0 NA NA NA NA 1026 337 1625 931 NA NA NA NA 602 344 2014 1112 NA NA NA NA
1579388400.0 150.0 67 107 333 0 NA NA NA NA 113 370 444 0 NA NA NA NA 2520 365 941 360 NA NA NA NA 2389 488 1145 437 NA NA NA NA
1579388400.0 150.1 NA 103 325 0 NA NA NA NA NA 381 444 0 NA NA NA NA NA 331 887 369 NA NA NA NA NA 412 1075 447 NA NA NA NA
1579388400.0 150.2 NA 97 326 0 NA NA NA NA NA 381 462 0 NA NA NA NA NA 345 880 367 NA NA NA NA NA 568 1167 459 NA NA NA NA
1579388400.0 150.3 NA 106 327 0 NA NA NA NA NA 381 472 0 NA NA NA NA NA 335 861 360 NA NA NA NA NA 365 1062 416 NA NA NA NA
1579388400.0 200.0 NA 157 521 0 NA NA NA NA NA 382 651 0 NA NA NA NA NA 893 2009 464 NA NA NA NA NA 672 1799 594 NA NA NA NA
1579388400.0 20034.0 85 280 712 0 NA NA NA NA 135 360 873 0 NA NA NA NA 5471 2155 2246 589 NA NA NA NA 2063 1110 2295 664 NA NA NA NA
1579388400.0 20034.2 102 286 731 0 NA NA NA NA 156 364 881 0 NA NA NA NA 5484 2125 2298 588 NA NA NA NA 2043 1104 2221 674 NA NA NA NA
1579388400.0 2017.1 384 0 141 NA NA NA NA NA 550 0 213 NA NA NA NA NA 1161 257 604 NA NA NA NA NA 1111 314 711 NA NA NA NA NA
1579388400.0 2017.11 388 0 141 NA NA NA NA NA 550 0 216 NA NA NA NA NA 1408 258 630 NA NA NA NA NA 1369 368 624 NA NA NA NA NA
1579388400.0 2017.12 377 0 143 NA NA NA NA NA 542 0 213 NA NA NA NA NA 1081 268 563 NA NA NA NA NA 1118 444 765 NA NA NA NA NA
1579388400.0 2017.13 397 0 NA NA NA NA NA NA 601 0 NA NA NA NA NA NA 1128 285 NA NA NA NA NA NA 1025 371 NA NA NA NA NA NA
1579388400.0 2017.2 327 0 137 NA NA NA NA NA 542 0 208 NA NA NA NA NA 953 248 564 NA NA NA NA NA 942 367 739 NA NA NA NA NA
1579388400.0 2017.3 327 0 134 NA NA NA NA NA 542 0 210 NA NA NA NA NA 957 244 545 NA NA NA NA NA 1085 317 609 NA NA NA NA NA
1579388400.0 2017.4 385 0 142 NA NA NA NA NA 542 0 213 NA NA NA NA NA 1048 267 562 NA NA NA NA NA 1109 770 804 NA NA NA NA NA
1579388400.0 2017.5 376 0 141 NA NA NA NA NA 542 0 213 NA NA NA NA NA 1041 248 549 NA NA NA NA NA 1112 645 614 NA NA NA NA NA
1579388400.0 2017.6 377 0 136 NA NA NA NA NA 550 0 212 NA NA NA NA NA 1115 258 565 NA NA NA NA NA 1152 377 650 NA NA NA NA NA
1579388400.0 2017.7 376 0 137 NA NA NA NA NA 550 0 210 NA NA NA NA NA 1048 265 548 NA NA NA NA NA 1160 386 604 NA NA NA NA NA
1579388400.0 2017.8 182 NA NA NA NA NA NA NA 273 NA NA NA NA NA NA NA 433 NA NA NA NA NA NA NA 430 NA NA NA NA NA NA NA
1579388400.0 2017.9 332 0 129 NA NA NA NA NA 542 0 204 NA NA NA NA NA 891 245 554 NA NA NA NA NA 1097 335 742 NA NA NA NA NA
1579388400.0 202.0 NA 150 514 0 NA NA NA NA NA 381 648 0 NA NA NA NA NA 759 1999 467 NA NA NA NA NA 633 2076 628 NA NA NA NA
1579388400.0 203.0 NA 159 501 0 NA NA NA NA NA 381 630 0 NA NA NA NA NA 873 2062 456 NA NA NA NA NA 692 2130 554 NA NA NA NA
1579388400.0 204.0 86 158 527 0 NA NA NA NA 185 379 649 0 NA NA NA NA 2514 943 2200 468 NA NA NA NA 996 664 1881 593 NA NA NA NA
1579388400.0 205.0 NA 164 513 0 NA NA NA NA NA 381 641 0 NA NA NA NA NA 897 1985 461 NA NA NA NA NA 623 1789 571 NA NA NA NA
1579388400.0 20834.2 104 292 724 0 NA NA NA NA 159 361 877 0 NA NA NA NA 5765 2152 2283 582 NA NA NA NA 2133 1161 2208 664 NA NA NA NA
1579388400.0 25.0 NA 112 476 0 81 NA NA NA NA 370 591 0 129 NA NA NA NA 2452 3752 487 246 NA NA NA NA 1415 2221 548 312 NA NA NA
1579388400.0 250199.0 258 NA NA NA NA NA NA NA 419 NA NA NA NA NA NA NA 3103 NA NA NA NA NA NA NA 1481 NA NA NA NA NA NA NA
1579388400.0 250199.17 273 NA NA NA NA NA NA NA 432 NA NA NA NA NA NA NA 3308 NA NA NA NA NA NA NA 1607 NA NA NA NA NA NA NA
1579388400.0 250200.0 NA 262 633 0 NA NA NA NA NA 528 779 0 NA NA NA NA NA 8687 2544 610 NA NA NA NA NA 6537 2117 708 NA NA NA NA
1579388400.0 250200.17 NA 437 762 0 NA NA NA NA NA 729 938 0 NA NA NA NA NA 16778 3421 1642 NA NA NA NA NA 8961 2612 1833 NA NA NA NA
1579388400.0 250202.0 NA 269 663 0 NA NA NA NA NA 530 821 0 NA NA NA NA NA 9176 3350 617 NA NA NA NA NA 6645 2305 723 NA NA NA NA
1579388400.0 250202.17 NA 453 787 0 NA NA NA NA NA 783 948 0 NA NA NA NA NA 15493 3888 1659 NA NA NA NA NA 9304 2758 1800 NA NA NA NA
1579388400.0 250203.0 NA 259 647 0 NA NA NA NA NA 542 801 0 NA NA NA NA NA 10985 2905 615 NA NA NA NA NA 6811 2483 697 NA NA NA NA
1579388400.0 250203.17 NA 447 782 0 NA NA NA NA NA 842 946 0 NA NA NA NA NA 16260 3645 1645 NA NA NA NA NA 9213 2854 1810 NA NA NA NA
1579388400.0 250204.0 NA 265 647 0 NA NA NA NA NA 563 800 0 NA NA NA NA NA 10582 2783 616 NA NA NA NA NA 6681 2263 722 NA NA NA NA
1579388400.0 250204.17 NA 444 763 0 NA NA NA NA NA 772 953 0 NA NA NA NA NA 17316 3541 1648 NA NA NA NA NA 9124 2665 1785 NA NA NA NA
1579388400.0 250205.0 NA 263 640 0 NA NA NA NA NA 549 786 0 NA NA NA NA NA 12446 2582 607 NA NA NA NA NA 6507 2106 697 NA NA NA NA
1579388400.0 250205.17 NA 429 765 0 NA NA NA NA NA 813 925 0 NA NA NA NA NA 15197 3402 1706 NA NA NA NA NA 9003 2612 1824 NA NA NA NA
1579388400.0 250206.0 NA 257 645 0 NA NA NA NA NA 570 788 0 NA NA NA NA NA 9231 2943 611 NA NA NA NA NA 6493 2375 721 NA NA NA NA
1579388400.0 250206.17 NA 443 777 0 NA NA NA NA NA 782 960 0 NA NA NA NA NA 17233 3703 1658 NA NA NA NA NA 9226 2675 1752 NA NA NA NA
1579388400.0 250207.0 NA 250 639 0 NA NA NA NA NA 582 779 0 NA NA NA NA NA 9994 2488 585 NA NA NA NA NA 6269 2085 677 NA NA NA NA
1579388400.0 250207.17 NA 413 754 0 NA NA NA NA NA 725 922 0 NA NA NA NA NA 16142 3133 1626 NA NA NA NA NA 8323 2438 1753 NA NA NA NA
1579388400.0 250208.17 NA 468 797 0 NA NA NA NA NA 878 975 0 NA NA NA NA NA 20012 5077 1660 NA NA NA NA NA 10397 2962 2243 NA NA NA NA
1579388400.0 250399.0 237 NA NA NA NA NA NA NA 418 NA NA NA NA NA NA NA 999 NA NA NA NA NA NA NA 848 NA NA NA NA NA NA NA
1579388400.0 250399.17 303 NA NA NA NA NA NA NA 448 NA NA NA NA NA NA NA 1259 NA NA NA NA NA NA NA 1626 NA NA NA NA NA NA NA
1579388400.0 250400.0 365 0 139 NA NA NA NA NA 535 0 218 NA NA NA NA NA 1286 227 620 NA NA NA NA NA 1237 360 927 NA NA NA NA NA
1579388400.0 250400.17 425 0 144 NA NA NA NA NA 574 0 220 NA NA NA NA NA 1428 266 636 NA NA NA NA NA 1646 484 710 NA NA NA NA NA
1579388400.0 250402.0 369 0 144 NA NA NA NA NA 530 0 221 NA NA NA NA NA 1402 223 653 NA NA NA NA NA 1932 276 757 NA NA NA NA NA
1579388400.0 250402.17 412 0 142 NA NA NA NA NA 582 0 218 NA NA NA NA NA 1461 260 621 NA NA NA NA NA 1914 362 640 NA NA NA NA NA
1579388400.0 250402.171 297 420 0 NA NA NA NA NA 452 570 0 NA NA NA NA NA 1252 1641 252 NA NA NA NA NA 969 1373 293 NA NA NA NA NA
1579388400.0 250403.0 363 0 142 NA NA NA NA NA 532 0 217 NA NA NA NA NA 1221 214 595 NA NA NA NA NA 1774 756 620 NA NA NA NA NA
1579388400.0 250403.17 415 0 142 NA NA NA NA NA 583 0 219 NA NA NA NA NA 1458 250 646 NA NA NA NA NA 1709 307 707 NA NA NA NA NA
1579388400.0 250405.0 360 0 140 NA NA NA NA NA 534 0 214 NA NA NA NA NA 1221 224 592 NA NA NA NA NA 1431 348 769 NA NA NA NA NA
1579388400.0 250405.17 411 0 141 NA NA NA NA NA 569 0 216 NA NA NA NA NA 1376 247 633 NA NA NA NA NA 1682 304 702 NA NA NA NA NA
1579388400.0 250406.0 328 0 138 NA NA NA NA NA 530 0 212 NA NA NA NA NA 970 214 586 NA NA NA NA NA 1230 258 788 NA NA NA NA NA
1579388400.0 250406.17 375 0 135 NA NA NA NA NA 558 0 209 NA NA NA NA NA 1015 256 553 NA NA NA NA NA 1220 431 679 NA NA NA NA NA
1579388400.0 250407.0 310 0 140 NA NA NA NA NA 525 0 217 NA NA NA NA NA 1114 206 594 NA NA NA NA NA 1288 254 721 NA NA NA NA NA
1579388400.0 250407.17 359 0 139 NA NA NA NA NA 565 0 217 NA NA NA NA NA 1210 229 588 NA NA NA NA NA 1300 391 719 NA NA NA NA NA
1579388400.0 250408.0 365 0 140 NA NA NA NA NA 537 0 216 NA NA NA NA NA 1324 232 620 NA NA NA NA NA 1835 287 786 NA NA NA NA NA
1579388400.0 250408.17 413 0 142 NA NA NA NA NA 568 0 217 NA NA NA NA NA 1403 247 634 NA NA NA NA NA 1407 395 719 NA NA NA NA NA
1579388400.0 250409.0 375 0 148 NA NA NA NA NA 536 0 223 NA NA NA NA NA 1626 227 722 NA NA NA NA NA 1579 278 741 NA NA NA NA NA
1579388400.0 250409.17 426 0 147 NA NA NA NA NA 572 0 224 NA NA NA NA NA 1800 258 758 NA NA NA NA NA 1711 319 758 NA NA NA NA NA
1579388400.0 25200.0 NA 250 789 0 NA NA NA NA NA 406 990 0 NA NA NA NA NA 2079 3149 581 NA NA NA NA NA 1484 2656 623 NA NA NA NA
1579388400.0 25202.0 NA 257 796 0 NA NA NA NA NA 409 1010 0 NA NA NA NA NA 2281 3496 591 NA NA NA NA NA 1377 2459 679 NA NA NA NA
1579388400.0 25203.0 NA 256 814 0 NA NA NA NA NA 416 1007 0 NA NA NA NA NA 2466 3375 582 NA NA NA NA NA 1254 2647 645 NA NA NA NA
1579388400.0 25204.0 NA 256 827 0 NA NA NA NA NA 408 1011 0 NA NA NA NA NA 2515 3596 585 NA NA NA NA NA 1501 2762 648 NA NA NA NA
1579388400.0 25205.0 NA 248 784 0 NA NA NA NA NA 413 995 0 NA NA NA NA NA 2398 3133 584 NA NA NA NA NA 1267 2525 705 NA NA NA NA
1579388400.0 25206.0 NA 244 805 0 NA NA NA NA NA 395 1027 0 NA NA NA NA NA 2419 3304 582 NA NA NA NA NA 1266 2477 650 NA NA NA NA
1579388400.0 25207.0 NA 244 784 0 NA NA NA NA NA 392 970 0 NA NA NA NA NA 2396 3042 569 NA NA NA NA NA 1218 2442 666 NA NA NA NA
1579388400.0 25208.0 NA 255 835 0 NA NA NA NA NA 421 1026 0 NA NA NA NA NA 2413 4275 594 NA NA NA NA NA 1328 3015 634 NA NA NA NA
1579388400.0 25209.0 NA 260 803 0 NA NA NA NA NA 419 1020 0 NA NA NA NA NA 2281 3647 576 NA NA NA NA NA 1523 2627 614 NA NA NA NA
1579388400.0 25210.0 87 248 789 0 NA NA NA NA 159 412 962 0 NA NA NA NA 2723 1370 2423 597 NA NA NA NA 2045 945 2551 703 NA NA NA NA
1579388400.0 25211.0 88 247 791 0 NA NA NA NA 162 405 988 0 NA NA NA NA 3104 2397 3242 587 NA NA NA NA 1726 1335 2668 659 NA NA NA NA
1579388400.0 25211.17 67 377 774 0 NA NA NA NA 130 555 952 0 NA NA NA NA 3250 3677 3644 1661 NA NA NA NA 1827 2368 2656 1778 NA NA NA NA
1579388400.0 25212.0 88 249 800 0 NA NA NA NA 156 407 1008 0 NA NA NA NA 3861 2470 3246 584 NA NA NA NA 2412 1315 3008 637 NA NA NA NA
1579388400.0 25212.17 71 372 780 0 NA NA NA NA 130 546 923 0 NA NA NA NA 4327 3732 3796 1647 NA NA NA NA 3080 2291 2646 1827 NA NA NA NA
1579388400.0 25213.0 85 247 783 0 NA NA NA NA 162 401 991 0 NA NA NA NA 4104 2469 3525 585 NA NA NA NA 2604 1216 2540 649 NA NA NA NA
1579388400.0 25213.17 68 371 769 0 NA NA NA NA 130 572 957 0 NA NA NA NA 4338 3447 3714 1656 NA NA NA NA 2580 2485 2905 1815 NA NA NA NA
1579388400.0 25214.0 NA 247 810 0 NA NA NA NA NA 411 1005 0 NA NA NA NA NA 2378 3358 579 NA NA NA NA NA 1385 2480 615 NA NA NA NA
1579388400.0 25406.0 414 0 139 NA NA NA NA NA 571 0 212 NA NA NA NA NA 1481 237 561 NA NA NA NA NA 1455 372 843 NA NA NA NA NA
1579388400.0 25406.17 370 0 130 NA NA NA NA NA 574 0 209 NA NA NA NA NA 1381 251 572 NA NA NA NA NA 1326 330 715 NA NA NA NA NA
1579388400.0 25407.0 440 0 139 NA NA NA NA NA 598 0 219 NA NA NA NA NA 2861 217 570 NA NA NA NA NA 1770 249 581 NA NA NA NA NA
1579388400.0 280.0 97 92 433 0 NA NA NA NA 259 359 563 0 NA NA NA NA 4453 475 1432 456 NA NA NA NA 1570 375 1507 584 NA NA NA NA
1579388400.0 300.0 60 129 352 0 NA NA NA NA 123 392 486 0 NA NA NA NA 1028 429 1102 363 NA NA NA NA 910 567 1306 433 NA NA NA NA
1579388400.0 301.0 63 125 357 0 NA NA NA NA 126 385 479 0 NA NA NA NA 1065 425 1054 355 NA NA NA NA 868 562 1167 427 NA NA NA NA
1579388400.0 302.0 63 125 351 0 NA NA NA NA 123 384 485 0 NA NA NA NA 982 406 1063 357 NA NA NA NA 869 635 1172 413 NA NA NA NA
1579388400.0 4.17 NA 30 408 0 154 NA NA NA NA 73 508 0 256 NA NA NA NA 201 2634 479 1209 NA NA NA NA 350 1908 525 1215 NA NA NA
1579388400.0 4.22 NA 192 66 60 0 NA NA NA NA 277 116 120 0 NA NA NA NA 910 286 335 218 NA NA NA NA 980 311 327 315 NA NA NA
1579388400.0 4.23 NA 62 420 0 NA NA NA NA NA 112 515 0 NA NA NA NA NA 351 2552 656 NA NA NA NA NA 456 2172 765 NA NA NA NA
1579388400.0 4.24 NA 59 418 0 NA NA NA NA NA 100 504 0 NA NA NA NA NA 284 2685 563 NA NA NA NA NA 369 2300 620 NA NA NA NA
1579388400.0 4.25 NA 54 413 0 NA NA NA NA NA 101 505 0 NA NA NA NA NA 347 2615 580 NA NA NA NA NA 460 1996 658 NA NA NA NA
1579388400.0 4.26 NA 54 422 0 NA NA NA NA NA 100 527 0 NA NA NA NA NA 334 3006 615 NA NA NA NA NA 528 2110 709 NA NA NA NA
1579388400.0 4.27 NA 57 418 0 NA NA NA NA NA 103 516 0 NA NA NA NA NA 325 3214 610 NA NA NA NA NA 409 2160 695 NA NA NA NA
1579388400.0 4.28 NA 62 405 0 NA NA NA NA NA 112 501 0 NA NA NA NA NA 281 2330 1667 NA NA NA NA NA 553 2553 1739 NA NA NA NA
1579388400.0 4.29 NA 30 415 0 161 NA NA NA NA 79 506 0 262 NA NA NA NA 289 2869 511 1305 NA NA NA NA 259 2016 566 1297 NA NA NA
1579388400.0 4.34 NA 62 421 0 NA NA NA NA NA 113 512 0 NA NA NA NA NA 381 2982 622 NA NA NA NA NA 460 2104 717 NA NA NA NA
1579388400.0 4.36 NA 61 425 0 NA NA NA NA NA 102 510 0 NA NA NA NA NA 284 3242 534 NA NA NA NA NA 457 2578 646 NA NA NA NA
1579388400.0 4.37 NA 61 426 0 NA NA NA NA NA 102 525 0 NA NA NA NA NA 368 3669 555 NA NA NA NA NA 391 2225 712 NA NA NA NA
1579388400.0 4.4 NA 30 426 0 NA NA NA NA NA 80 518 0 NA NA NA NA NA 270 3529 517 NA NA NA NA NA 268 2478 602 NA NA NA NA
1579388400.0 4.43 NA 34 424 0 NA NA NA NA NA 81 517 0 NA NA NA NA NA 211 3272 527 NA NA NA NA NA 359 2402 666 NA NA NA NA
1579388400.0 4.6 NA 478 0 NA NA NA NA NA NA 582 0 NA NA NA NA NA NA 2303 494 NA NA NA NA NA NA 1921 656 NA NA NA NA NA
1579388400.0 4001.0 NA 164 538 NA NA NA NA NA NA 374 654 NA NA NA NA NA NA 876 2296 NA NA NA NA NA NA 678 2009 NA NA NA NA NA
1579388400.0 4006.0 61 154 502 NA NA NA NA NA 140 372 623 NA NA NA NA NA 1194 814 1916 NA NA NA NA NA 641 1050 1884 NA NA NA NA NA
1579388400.0 4007.0 57 98 439 NA NA NA NA NA 117 379 570 NA NA NA NA NA 1196 362 1433 NA NA NA NA NA 846 514 1762 NA NA NA NA NA
1579388400.0 4008.0 43 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 660 197 1177 NA NA NA NA NA 565 255 1733 NA NA NA NA NA
1579388400.0 5.1 317 0 NA NA NA NA NA NA 509 0 NA NA NA NA NA NA 1083 234 NA NA NA NA NA NA 1024 309 NA NA NA NA NA NA
1579388400.0 5.2 264 0 NA NA NA NA NA NA 501 0 NA NA NA NA NA NA 874 214 NA NA NA NA NA NA 951 271 NA NA NA NA NA NA
1579388400.0 5.3 268 0 NA NA NA NA NA NA 500 0 NA NA NA NA NA NA 882 213 NA NA NA NA NA NA 1014 267 NA NA NA NA NA NA
1579388400.0 5.4 310 0 NA NA NA NA NA NA 514 0 NA NA NA NA NA NA 980 238 NA NA NA NA NA NA 1014 369 NA NA NA NA NA NA
1579388400.0 5.5 313 0 NA NA NA NA NA NA 509 0 NA NA NA NA NA NA 1002 229 NA NA NA NA NA NA 1040 285 NA NA NA NA NA NA
1579388400.0 5.6 318 0 NA NA NA NA NA NA 509 0 NA NA NA NA NA NA 1044 228 NA NA NA NA NA NA 943 289 NA NA NA NA NA NA
