Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1579388400.0 11624.0 70 215 684 92 0 NA NA 120 474 846 143 0 NA NA 3524 844 1356 271 1416 NA NA 1184 518 1145 284 1446 NA NA
1579388400.0 11625.0 65 202 669 81 0 NA NA 113 475 826 132 0 NA NA 2685 762 1232 194 1411 NA NA 912 470 1021 216 1452 NA NA
1579388400.0 11626.0 71 231 684 97 0 NA NA 122 475 846 141 0 NA NA 5846 996 1523 270 1431 NA NA 1962 574 1033 614 1460 NA NA
1579388400.0 11642.0 60 198 662 91 0 NA NA 107 475 831 143 0 NA NA 1194 578 1024 268 1405 NA NA 591 545 987 297 1448 NA NA
1579388400.0 120.0 58 79 451 NA NA NA NA 143 368 554 NA NA NA NA 701 312 418 NA NA NA NA 358 233 582 NA NA NA NA
1579388400.0 12024.0 72 219 683 0 NA NA NA 120 468 851 0 NA NA NA 3573 859 1397 1424 NA NA NA 1263 610 985 1450 NA NA NA
1579388400.0 122.0 50 77 443 NA NA NA NA 106 360 532 NA NA NA NA 654 206 401 NA NA NA NA 409 188 508 NA NA NA NA
1579388400.0 123.1 320 NA NA NA NA NA NA 503 NA NA NA NA NA NA 572 NA NA NA NA NA NA 561 NA NA NA NA NA NA
1579388400.0 123.2 321 NA NA NA NA NA NA 506 NA NA NA NA NA NA 641 NA NA NA NA NA NA 388 NA NA NA NA NA NA
1579388400.0 123.3 271 NA NA NA NA NA NA 493 NA NA NA NA NA NA 419 NA NA NA NA NA NA 447 NA NA NA NA NA NA
1579388400.0 124.1 308 NA NA NA NA NA NA 499 NA NA NA NA NA NA 433 NA NA NA NA NA NA 469 NA NA NA NA NA NA
1579388400.0 124.2 320 NA NA NA NA NA NA 504 NA NA NA NA NA NA 559 NA NA NA NA NA NA 370 NA NA NA NA NA NA
1579388400.0 124.4 311 NA NA NA NA NA NA 501 NA NA NA NA NA NA 435 NA NA NA NA NA NA 351 NA NA NA NA NA NA
1579388400.0 124.5 308 NA NA NA NA NA NA 493 NA NA NA NA NA NA 445 NA NA NA NA NA NA 312 NA NA NA NA NA NA
1579388400.0 124.6 269 NA NA NA NA NA NA 501 NA NA NA NA NA NA 434 NA NA NA NA NA NA 390 NA NA NA NA NA NA
1579388400.0 126.0 61 79 449 NA NA NA NA 147 368 554 NA NA NA NA 1240 312 440 NA NA NA NA 532 203 578 NA NA NA NA
1579388400.0 127.0 58 81 450 NA NA NA NA 123 368 541 NA NA NA NA 1084 312 432 NA NA NA NA 470 209 438 NA NA NA NA
1579388400.0 128.0 56 82 448 NA NA NA NA 113 368 531 NA NA NA NA 686 320 418 NA NA NA NA 360 224 721 NA NA NA NA
1579388400.0 129.0 58 81 452 NA NA NA NA 128 360 570 NA NA NA NA 694 328 416 NA NA NA NA 357 267 513 NA NA NA NA
1579388400.0 13.0 NA 91 462 0 NA NA NA NA 372 551 0 NA NA NA NA 336 815 307 NA NA NA NA 342 660 338 NA NA NA
1579388400.0 130.0 59 80 452 NA NA NA NA 131 368 541 NA NA NA NA 750 312 419 NA NA NA NA 376 328 431 NA NA NA NA
1579388400.0 1301.0 83 92 176 NA NA NA NA 150 374 295 NA NA NA NA 1370 373 273 NA NA NA NA 701 407 344 NA NA NA NA
1579388400.0 1303.0 83 100 192 NA NA NA NA 156 374 287 NA NA NA NA 5707 373 499 NA NA NA NA 2279 370 329 NA NA NA NA
1579388400.0 1306.0 NA 92 564 0 NA NA NA NA 381 687 0 NA NA NA NA 337 477 430 NA NA NA NA 240 511 456 NA NA NA
1579388400.0 1307.0 NA 93 179 45 0 NA NA NA 376 262 87 0 NA NA NA 354 307 10 103 NA NA NA 261 369 29 126 NA NA
1579388400.0 131.0 61 82 450 NA NA NA NA 139 360 550 NA NA NA NA 1192 323 443 NA NA NA NA 523 204 458 NA NA NA NA
1579388400.0 1311.0 NA 92 574 0 57 NA NA NA 383 688 0 106 NA NA NA 347 495 464 47 NA NA NA 307 609 484 90 NA NA
1579388400.0 1313.0 NA 101 583 0 NA NA NA NA 384 695 0 NA NA NA NA 348 930 435 NA NA NA NA 311 885 458 NA NA NA
1579388400.0 1314.0 NA 99 580 0 NA NA NA NA 384 689 0 NA NA NA NA 423 606 442 NA NA NA NA 597 541 486 NA NA NA
1579388400.0 1316.0 NA 92 565 0 NA NA NA NA 376 681 0 NA NA NA NA 337 518 414 NA NA NA NA 242 685 429 NA NA NA
1579388400.0 1317.0 NA 96 564 0 NA NA NA NA 380 680 0 NA NA NA NA 344 499 417 NA NA NA NA 308 531 428 NA NA NA
1579388400.0 1319.0 NA 91 562 0 NA NA NA NA 384 676 0 NA NA NA NA 344 493 428 NA NA NA NA 306 676 459 NA NA NA
1579388400.0 1320.0 NA 96 563 0 NA NA NA NA 384 679 0 NA NA NA NA 374 517 432 NA NA NA NA 274 513 445 NA NA NA
1579388400.0 1321.0 NA 92 562 0 NA NA NA NA 382 686 0 NA NA NA NA 355 519 426 NA NA NA NA 334 619 450 NA NA NA
1579388400.0 1322.0 NA 95 570 0 NA NA NA NA 384 679 0 NA NA NA NA 448 583 426 NA NA NA NA 541 608 459 NA NA NA
1579388400.0 1324.0 NA 101 574 0 NA NA NA NA 384 669 0 NA NA NA NA 429 637 446 NA NA NA NA 370 643 459 NA NA NA
1579388400.0 1325.0 NA 105 581 0 67 NA NA NA 381 692 0 115 NA NA NA 440 734 445 64 NA NA NA 249 1440 466 114 NA NA
1579388400.0 1325.2 NA 104 574 0 NA NA NA NA 398 672 0 NA NA NA NA 417 731 446 NA NA NA NA 278 618 455 NA NA NA
1579388400.0 1325.4 NA 104 580 0 NA NA NA NA 384 689 0 NA NA NA NA 449 695 443 NA NA NA NA 306 646 477 NA NA NA
1579388400.0 1328.0 NA 102 575 0 NA NA NA NA 377 691 0 NA NA NA NA 410 619 451 NA NA NA NA 287 525 460 NA NA NA
1579388400.0 1332.0 NA 101 578 0 NA NA NA NA 378 683 0 NA NA NA NA 393 629 446 NA NA NA NA 258 565 495 NA NA NA
1579388400.0 1334.0 NA 105 579 0 NA NA NA NA 384 694 0 NA NA NA NA 416 631 437 NA NA NA NA 311 598 464 NA NA NA
1579388400.0 1335.0 NA 97 571 0 NA NA NA NA 384 689 0 NA NA NA NA 375 551 431 NA NA NA NA 604 621 441 NA NA NA
1579388400.0 1336.0 NA 109 579 0 NA NA NA NA 378 698 0 NA NA NA NA 430 983 441 NA NA NA NA 333 860 461 NA NA NA
1579388400.0 1339.0 NA 106 585 0 NA NA NA NA 384 704 0 NA NA NA NA 435 870 440 NA NA NA NA 376 729 495 NA NA NA
1579388400.0 134.0 NA 476 32 0 NA NA NA NA 557 78 0 NA NA NA NA 2043 6 6 NA NA NA NA 1086 12 24 NA NA NA
1579388400.0 134.701 NA 27 523 0 NA NA NA NA 84 613 0 NA NA NA NA 162 3324 460 NA NA NA NA 145 1346 500 NA NA NA
1579388400.0 134.912 NA 29 505 0 NA NA NA NA 85 600 0 NA NA NA NA 216 2899 460 NA NA NA NA 143 1448 475 NA NA NA
1579388400.0 1341.0 NA 105 588 0 NA NA NA NA 384 686 0 NA NA NA NA 441 898 446 NA NA NA NA 267 622 465 NA NA NA
1579388400.0 1343.0 NA 98 578 0 NA NA NA NA 384 693 0 NA NA NA NA 469 611 438 NA NA NA NA 687 641 455 NA NA NA
1579388400.0 1348.0 NA 99 573 0 NA NA NA NA 383 682 0 NA NA NA NA 397 559 442 NA NA NA NA 277 520 460 NA NA NA
1579388400.0 135.1 336 0 96 NA NA NA NA 514 0 152 NA NA NA NA 657 114 134 NA NA NA NA 454 121 149 NA NA NA NA
1579388400.0 135.11 342 0 100 NA NA NA NA 513 0 154 NA NA NA NA 880 120 168 NA NA NA NA 489 134 172 NA NA NA NA
1579388400.0 135.12 330 0 95 NA NA NA NA 506 0 151 NA NA NA NA 578 114 127 NA NA NA NA 398 124 237 NA NA NA NA
1579388400.0 135.2 276 0 95 NA NA NA NA 506 0 149 NA NA NA NA 449 99 111 NA NA NA NA 403 103 146 NA NA NA NA
1579388400.0 135.3 280 0 93 NA NA NA NA 517 0 151 NA NA NA NA 462 103 115 NA NA NA NA 409 125 196 NA NA NA NA
1579388400.0 135.4 324 0 94 NA NA NA NA 506 0 152 NA NA NA NA 563 111 124 NA NA NA NA 440 118 179 NA NA NA NA
1579388400.0 135.5 330 0 92 NA NA NA NA 507 0 148 NA NA NA NA 527 112 121 NA NA NA NA 387 128 156 NA NA NA NA
1579388400.0 135.6 335 0 96 NA NA NA NA 514 0 153 NA NA NA NA 590 116 134 NA NA NA NA 413 155 222 NA NA NA NA
1579388400.0 135.7 328 0 94 NA NA NA NA 506 0 151 NA NA NA NA 525 112 124 NA NA NA NA 453 126 186 NA NA NA NA
1579388400.0 135.8 144 NA NA NA NA NA NA 235 NA NA NA NA NA NA 222 NA NA NA NA NA NA 186 NA NA NA NA NA NA
1579388400.0 135.9 297 0 93 NA NA NA NA 506 0 147 NA NA NA NA 411 105 106 NA NA NA NA 404 127 240 NA NA NA NA
1579388400.0 1351.0 NA 106 573 0 NA NA NA NA 376 689 0 NA NA NA NA 377 575 434 NA NA NA NA 321 533 458 NA NA NA
1579388400.0 1352.0 NA 98 574 0 NA NA NA NA 383 680 0 NA NA NA NA 489 583 445 NA NA NA NA 549 540 457 NA NA NA
1579388400.0 1354.0 NA 104 579 0 NA NA NA NA 380 693 0 NA NA NA NA 406 599 446 NA NA NA NA 331 533 481 NA NA NA
1579388400.0 1355.0 NA 103 580 0 NA NA NA NA 384 688 0 NA NA NA NA 429 644 446 NA NA NA NA 258 536 480 NA NA NA
1579388400.0 136.735 NA 64 456 0 NA NA NA NA 128 542 0 NA NA NA NA 566 1123 468 NA NA NA NA 302 765 483 NA NA NA
1579388400.0 136.762 NA 65 604 0 NA NA NA NA 125 782 0 NA NA NA NA 502 18475 581 NA NA NA NA 274 5178 592 NA NA NA
1579388400.0 136.789 NA 193 597 0 NA NA NA NA 300 713 0 NA NA NA NA 1087 3821 860 NA NA NA NA 713 1675 894 NA NA NA
1579388400.0 136.791 NA 202 532 0 NA NA NA NA 311 651 0 NA NA NA NA 858 1700 791 NA NA NA NA 531 972 802 NA NA NA
1579388400.0 1360.0 74 94 565 0 NA NA NA 137 373 687 0 NA NA NA 2345 274 501 432 NA NA NA 1481 238 554 455 NA NA NA
1579388400.0 1361.17 67 204 663 0 NA NA NA 129 472 822 0 NA NA NA 3468 650 1050 1328 NA NA NA 2506 424 894 1389 NA NA NA
1579388400.0 1362.0 81 106 570 0 NA NA NA 147 374 673 0 NA NA NA 3479 394 562 432 NA NA NA 2288 336 648 445 NA NA NA
1579388400.0 1362.17 68 203 668 0 NA NA NA 129 471 823 0 NA NA NA 4457 620 1050 1337 NA NA NA 2968 440 968 1385 NA NA NA
1579388400.0 1363.0 83 98 578 0 NA NA NA 161 374 686 0 NA NA NA 3867 397 615 439 NA NA NA 2313 287 719 455 NA NA NA
1579388400.0 1363.17 68 203 664 0 NA NA NA 129 480 822 0 NA NA NA 4066 652 1052 1327 NA NA NA 2533 502 890 1367 NA NA NA
1579388400.0 13992501.0 NA 201 782 0 NA NA NA NA 393 1014 0 NA NA NA NA 2265 2412 455 NA NA NA NA 1496 2796 490 NA NA NA
1579388400.0 13992502.0 NA 202 803 0 NA NA NA NA 396 1008 0 NA NA NA NA 2156 2652 462 NA NA NA NA 1464 1647 473 NA NA NA
1579388400.0 140.0 71 92 328 0 NA NA NA 129 368 427 0 NA NA NA 3224 282 400 130 NA NA NA 2972 242 473 140 NA NA NA
1579388400.0 140.54 NA 418 0 NA NA NA NA NA 531 0 NA NA NA NA NA 783 250 NA NA NA NA NA 706 336 NA NA NA NA
1579388400.0 144.6 NA 459 NA NA NA NA NA NA 548 NA NA NA NA NA NA 1420 NA NA NA NA NA NA 943 NA NA NA NA NA
1579388400.0 150.2 NA 96 367 0 NA NA NA NA 375 500 0 NA NA NA NA 234 415 317 NA NA NA NA 222 496 333 NA NA NA
1579388400.0 150.3 NA 96 363 0 NA NA NA NA 383 484 0 NA NA NA NA 252 417 320 NA NA NA NA 248 444 355 NA NA NA
1579388400.0 200.0 NA 147 530 0 NA NA NA NA 383 665 0 NA NA NA NA 815 1066 319 NA NA NA NA 474 788 343 NA NA NA
1579388400.0 20034.0 85 332 702 0 NA NA NA 134 416 853 0 NA NA NA 5294 2556 1730 468 NA NA NA 1846 1409 1279 479 NA NA NA
1579388400.0 202.0 NA 154 539 0 NA NA NA NA 375 648 0 NA NA NA NA 693 1039 323 NA NA NA NA 402 702 343 NA NA NA
1579388400.0 203.0 NA 144 524 0 NA NA NA NA 375 663 0 NA NA NA NA 743 1063 321 NA NA NA NA 670 781 349 NA NA NA
1579388400.0 205.0 NA 153 551 0 NA NA NA NA 383 682 0 NA NA NA NA 857 1149 320 NA NA NA NA 463 859 339 NA NA NA
1579388400.0 20834.0 87 327 695 0 NA NA NA 136 409 850 0 NA NA NA 5535 2497 1711 465 NA NA NA 1898 1471 1167 476 NA NA NA
1579388400.0 250199.17 225 NA NA NA NA NA NA 410 NA NA NA NA NA NA 5117 NA NA NA NA NA NA 3029 NA NA NA NA NA NA
1579388400.0 250200.0 NA 265 654 0 NA NA NA NA 592 786 0 NA NA NA NA 10318 1584 444 NA NA NA NA 6470 909 464 NA NA NA
1579388400.0 250200.117 71 406 237 NA NA NA NA 131 604 356 NA NA NA NA 3248 2070 1241 NA NA NA NA 1048 1128 627 NA NA NA NA
1579388400.0 250200.17 NA 436 766 0 NA NA NA NA 743 948 0 NA NA NA NA 15911 3301 1350 NA NA NA NA 7871 1574 1374 NA NA NA
1579388400.0 250202.0 NA 265 677 0 NA NA NA NA 525 816 0 NA NA NA NA 12227 2316 458 NA NA NA NA 6754 1226 487 NA NA NA
1579388400.0 250202.17 NA 448 770 0 NA NA NA NA 764 951 0 NA NA NA NA 17544 3618 1359 NA NA NA NA 8454 1595 1396 NA NA NA
1579388400.0 250203.0 NA 272 673 0 NA NA NA NA 578 829 0 NA NA NA NA 12040 1869 449 NA NA NA NA 6510 991 474 NA NA NA
1579388400.0 250203.17 NA 438 784 0 NA NA NA NA 800 953 0 NA NA NA NA 15442 3816 1334 NA NA NA NA 8131 1659 1367 NA NA NA
1579388400.0 250204.0 NA 269 666 0 NA NA NA NA 581 799 0 NA NA NA NA 10470 1891 449 NA NA NA NA 6636 1090 463 NA NA NA
1579388400.0 250204.17 NA 434 788 0 NA NA NA NA 759 941 0 NA NA NA NA 15457 3752 1342 NA NA NA NA 7998 1611 1386 NA NA NA
1579388400.0 250205.0 NA 265 663 0 NA NA NA NA 551 786 0 NA NA NA NA 8749 1586 444 NA NA NA NA 6968 916 455 NA NA NA
1579388400.0 250205.17 NA 426 772 0 NA NA NA NA 794 955 0 NA NA NA NA 14717 3285 1342 NA NA NA NA 7886 1649 1363 NA NA NA
1579388400.0 250206.0 NA 265 682 0 NA NA NA NA 576 812 0 NA NA NA NA 10720 1938 456 NA NA NA NA 6532 1180 468 NA NA NA
1579388400.0 250206.17 NA 429 780 0 NA NA NA NA 715 943 0 NA NA NA NA 16308 3696 1355 NA NA NA NA 8126 1593 1405 NA NA NA
1579388400.0 250207.0 NA 255 653 0 NA NA NA NA 515 783 0 NA NA NA NA 11312 1452 435 NA NA NA NA 6133 765 443 NA NA NA
1579388400.0 250207.17 NA 413 786 0 NA NA NA NA 763 948 0 NA NA NA NA 13832 3395 1341 NA NA NA NA 7582 1476 1382 NA NA NA
1579388400.0 250399.0 186 NA NA NA NA NA NA 418 NA NA NA NA NA NA 931 NA NA NA NA NA NA 965 NA NA NA NA NA NA
1579388400.0 250400.0 360 0 98 NA NA NA NA 529 0 156 NA NA NA NA 799 108 172 NA NA NA NA 559 119 199 NA NA NA NA
1579388400.0 250402.0 377 0 102 NA NA NA NA 529 0 160 NA NA NA NA 1025 117 209 NA NA NA NA 637 133 233 NA NA NA NA
1579388400.0 250403.0 363 0 102 NA NA NA NA 522 0 157 NA NA NA NA 789 108 168 NA NA NA NA 589 132 163 NA NA NA NA
1579388400.0 250405.0 361 0 99 NA NA NA NA 529 0 156 NA NA NA NA 782 110 165 NA NA NA NA 595 126 165 NA NA NA NA
1579388400.0 250406.0 306 0 93 NA NA NA NA 522 0 152 NA NA NA NA 443 102 120 NA NA NA NA 446 108 187 NA NA NA NA
1579388400.0 250407.0 313 0 98 NA NA NA NA 529 0 160 NA NA NA NA 655 94 156 NA NA NA NA 610 99 220 NA NA NA NA
1579388400.0 250408.0 368 0 101 NA NA NA NA 531 0 160 NA NA NA NA 895 115 188 NA NA NA NA 607 133 228 NA NA NA NA
1579388400.0 250409.0 377 0 107 NA NA NA NA 531 0 166 NA NA NA NA 1173 119 239 NA NA NA NA 661 141 217 NA NA NA NA
1579388400.0 25200.0 NA 196 831 0 NA NA NA NA 389 1014 0 NA NA NA NA 2298 2150 441 NA NA NA NA 1690 1348 448 NA NA NA
1579388400.0 25202.0 NA 203 840 0 NA NA NA NA 396 1017 0 NA NA NA NA 2227 2495 461 NA NA NA NA 1201 1238 483 NA NA NA
1579388400.0 25203.0 NA 195 788 0 NA NA NA NA 396 1046 0 NA NA NA NA 2276 2319 455 NA NA NA NA 1544 1950 479 NA NA NA
1579388400.0 25204.0 NA 202 820 0 NA NA NA NA 389 1005 0 NA NA NA NA 2194 2489 452 NA NA NA NA 1600 1550 464 NA NA NA
1579388400.0 25205.0 NA 198 820 0 NA NA NA NA 396 1006 0 NA NA NA NA 2118 2337 451 NA NA NA NA 1529 1572 481 NA NA NA
1579388400.0 25206.0 NA 195 805 0 NA NA NA NA 396 998 0 NA NA NA NA 2172 2362 451 NA NA NA NA 1345 2762 470 NA NA NA
1579388400.0 25207.0 NA 190 781 0 NA NA NA NA 396 976 0 NA NA NA NA 2181 2042 442 NA NA NA NA 1373 1318 461 NA NA NA
1579388400.0 25208.0 NA 196 825 0 NA NA NA NA 389 1042 0 NA NA NA NA 2176 3200 460 NA NA NA NA 1673 2010 493 NA NA NA
1579388400.0 25209.0 NA 202 821 0 NA NA NA NA 389 1009 0 NA NA NA NA 2305 2515 456 NA NA NA NA 1595 1634 469 NA NA NA
1579388400.0 25210.0 82 174 733 0 NA NA NA 152 387 884 0 NA NA NA 2612 941 1070 437 NA NA NA 1452 771 999 450 NA NA NA
1579388400.0 25211.0 90 195 821 0 NA NA NA 160 388 1020 0 NA NA NA 3249 2273 2442 446 NA NA NA 1900 1416 1611 481 NA NA NA
1579388400.0 25211.17 72 321 782 0 NA NA NA 135 526 950 0 NA NA NA 3857 3235 3662 1358 NA NA NA 2073 4008 1717 1385 NA NA NA
1579388400.0 25212.0 93 195 777 0 NA NA NA 160 392 978 0 NA NA NA 4108 2208 2222 448 NA NA NA 2841 2033 1611 458 NA NA NA
1579388400.0 25212.17 70 308 765 0 NA NA NA 129 522 924 0 NA NA NA 3689 2977 3409 1346 NA NA NA 2765 3775 1615 1368 NA NA NA
1579388400.0 25213.0 88 199 786 0 NA NA NA 156 388 1039 0 NA NA NA 4373 2182 2390 445 NA NA NA 2810 2031 1457 451 NA NA NA
1579388400.0 25213.17 72 319 779 0 NA NA NA 131 519 936 0 NA NA NA 4482 3164 3815 1359 NA NA NA 2851 3968 1793 1375 NA NA NA
1579388400.0 25214.0 NA 198 812 0 NA NA NA NA 399 1002 0 NA NA NA NA 2295 2470 464 NA NA NA NA 1680 1920 479 NA NA NA
1579388400.0 25405.0 450 0 100 NA NA NA NA 634 0 158 NA NA NA NA 3576 122 168 NA NA NA NA 1475 129 201 NA NA NA NA
1579388400.0 25406.0 359 0 95 NA NA NA NA 563 0 149 NA NA NA NA 1248 114 121 NA NA NA NA 738 133 203 NA NA NA NA
1579388400.0 25407.0 405 0 99 NA NA NA NA 574 0 162 NA NA NA NA 3517 115 164 NA NA NA NA 1424 119 218 NA NA NA NA
1579388400.0 25409.0 452 0 102 NA NA NA NA 621 0 158 NA NA NA NA 3995 125 184 NA NA NA NA 1627 136 235 NA NA NA NA
1579388400.0 281.0 100 100 559 0 NA NA NA 270 382 705 0 NA NA NA 2314 405 589 435 NA NA NA 836 274 603 446 NA NA NA
1579388400.0 301.0 63 123 387 NA NA NA NA 127 398 506 NA NA NA NA 1035 304 470 NA NA NA NA 600 336 638 NA NA NA NA
1579388400.0 302.0 60 128 384 NA NA NA NA 124 389 513 NA NA NA NA 695 303 538 NA NA NA NA 522 329 545 NA NA NA NA
1579388400.0 4.17 NA 33 461 0 150 NA NA NA 76 549 0 245 NA NA NA 209 1817 415 794 NA NA NA 135 983 431 514 NA NA
