Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1579388400.0 1360.0 71 98 561 0 NA NA NA 138 377 674 0 NA NA NA 2573 361 1507 572 NA NA NA 1909 422 2274 785 NA NA NA
1579388400.0 1361.0 86 105 560 0 NA NA NA 161 382 675 0 NA NA NA 3510 526 1611 583 NA NA NA 1942 431 2032 771 NA NA NA
1579388400.0 1362.0 88 101 564 0 NA NA NA 161 377 667 0 NA NA NA 3911 536 1579 570 NA NA NA 2587 702 2008 720 NA NA NA
1579388400.0 1365.0 NA 103 559 0 NA NA NA NA 383 667 0 NA NA NA NA 499 1584 578 NA NA NA NA 547 2022 712 NA NA NA
1579388400.0 13992501.0 NA 245 809 0 NA NA NA NA 401 1004 0 NA NA NA NA 2118 3388 596 NA NA NA NA 1338 2651 757 NA NA NA
1579388400.0 13992502.0 NA 255 794 0 NA NA NA NA 409 1004 0 NA NA NA NA 2156 3534 594 NA NA NA NA 1302 2529 740 NA NA NA
1579388400.0 145.0 70 91 290 0 NA NA NA 118 369 379 0 NA NA NA 2304 401 762 217 NA NA NA 2170 469 874 269 NA NA NA
1579388400.0 149.0 56 95 589 0 NA NA NA 108 370 722 0 NA NA NA 1035 344 1605 921 NA NA NA 615 342 1857 1029 NA NA NA
1579388400.0 150.0 65 107 333 0 NA NA NA 116 378 448 0 NA NA NA 2515 383 998 357 NA NA NA 2356 613 1107 418 NA NA NA
1579388400.0 202.0 NA 154 512 0 NA NA NA NA 381 640 0 NA NA NA NA 836 2090 454 NA NA NA NA 645 2577 531 NA NA NA
1579388400.0 205.0 NA 148 499 0 NA NA NA NA 382 632 0 NA NA NA NA 767 1933 444 NA NA NA NA 697 2387 506 NA NA NA
1579388400.0 250402.17 414 0 143 NA NA NA NA 567 0 222 NA NA NA NA 1447 260 650 NA NA NA NA 1342 327 857 NA NA NA NA
1579388400.0 250403.17 413 0 143 NA NA NA NA 567 0 218 NA NA NA NA 1490 248 661 NA NA NA NA 1375 311 870 NA NA NA NA
1579388400.0 250405.17 409 0 141 NA NA NA NA 559 0 217 NA NA NA NA 1355 255 630 NA NA NA NA 1326 329 862 NA NA NA NA
1579388400.0 250406.17 344 0 134 NA NA NA NA 566 0 208 NA NA NA NA 940 234 568 NA NA NA NA 1174 279 823 NA NA NA NA
1579388400.0 25200.0 NA 253 793 0 NA NA NA NA 414 1010 0 NA NA NA NA 2425 3308 587 NA NA NA NA 1311 2853 749 NA NA NA
1579388400.0 25202.0 NA 256 824 0 NA NA NA NA 410 1029 0 NA NA NA NA 2472 3553 600 NA NA NA NA 1381 2502 750 NA NA NA
1579388400.0 25203.0 NA 242 767 0 NA NA NA NA 404 1004 0 NA NA NA NA 2174 3308 591 NA NA NA NA 1451 2489 753 NA NA NA
1579388400.0 25204.0 NA 256 819 0 NA NA NA NA 486 1001 0 NA NA NA NA 2231 3586 589 NA NA NA NA 1340 2649 725 NA NA NA
1579388400.0 25205.0 NA 247 781 0 NA NA NA NA 402 1023 0 NA NA NA NA 2421 3222 592 NA NA NA NA 1308 2384 759 NA NA NA
1579388400.0 25206.0 NA 250 817 0 NA NA NA NA 418 1002 0 NA NA NA NA 2417 3350 596 NA NA NA NA 1522 2979 752 NA NA NA
1579388400.0 25207.0 NA 250 782 0 NA NA NA NA 420 982 0 NA NA NA NA 2131 3060 579 NA NA NA NA 1548 2812 791 NA NA NA
1579388400.0 25208.0 NA 252 825 0 NA NA NA NA 440 1023 0 NA NA NA NA 2180 4340 598 NA NA NA NA 1281 2740 734 NA NA NA
1579388400.0 25209.0 NA 247 785 0 NA NA NA NA 404 994 0 NA NA NA NA 2326 3442 591 NA NA NA NA 1298 2615 741 NA NA NA
1579388400.0 25214.0 NA 262 804 0 NA NA NA NA 423 997 0 NA NA NA NA 2421 3378 594 NA NA NA NA 1303 2489 780 NA NA NA
1579388400.0 25406.17 440 0 135 NA NA NA NA 620 0 210 NA NA NA NA 2027 257 581 NA NA NA NA 1765 334 878 NA NA NA NA
1579388400.0 4.17 NA 27 411 0 155 NA NA NA 73 501 0 257 NA NA NA 206 2605 494 1199 NA NA NA 305 1984 588 1039 NA NA
1579388400.0 4.24 NA 59 419 0 NA NA NA NA 100 505 0 NA NA NA NA 288 2725 571 NA NA NA NA 424 2403 710 NA NA NA
1579388400.0 4.26 NA 56 422 0 NA NA NA NA 103 507 0 NA NA NA NA 314 3046 598 NA NA NA NA 484 2516 762 NA NA NA
1579388400.0 4.28 NA 63 407 0 NA NA NA NA 113 510 0 NA NA NA NA 282 2311 1724 NA NA NA NA 640 2022 1851 NA NA NA
1579388400.0 4.29 NA 32 416 0 162 NA NA NA 76 514 0 264 NA NA NA 233 2861 530 1325 NA NA NA 299 2147 642 1141 NA NA
1579388400.0 4.34 NA 62 422 0 NA NA NA NA 113 515 0 NA NA NA NA 357 3083 628 NA NA NA NA 610 2551 806 NA NA NA
1579388400.0 4.36 NA 59 420 0 NA NA NA NA 103 513 0 NA NA NA NA 278 3305 531 NA NA NA NA 371 2359 663 NA NA NA
1579388400.0 4.43 NA 30 420 0 NA NA NA NA 79 524 0 NA NA NA NA 275 3361 524 NA NA NA NA 400 2470 654 NA NA NA
1579388400.0 50200.0 NA 172 571 0 NA NA NA NA 389 727 0 NA NA NA NA 1412 2490 465 NA NA NA NA 954 2498 580 NA NA NA
1579388400.0 50202.0 NA 178 566 0 NA NA NA NA 383 740 0 NA NA NA NA 1289 2792 465 NA NA NA NA 929 2475 551 NA NA NA
1579388400.0 50203.0 NA 172 595 0 NA NA NA NA 382 750 0 NA NA NA NA 1501 2681 461 NA NA NA NA 992 2863 536 NA NA NA
1579388400.0 50204.0 NA 175 579 0 NA NA NA NA 375 758 0 NA NA NA NA 1351 2781 462 NA NA NA NA 913 3040 561 NA NA NA
1579388400.0 50205.0 NA 168 559 0 NA NA NA NA 383 722 0 NA NA NA NA 1338 2498 463 NA NA NA NA 970 2747 552 NA NA NA
1579388400.0 50206.0 NA 174 564 0 NA NA NA NA 383 740 0 NA NA NA NA 1331 2733 467 NA NA NA NA 921 2803 545 NA NA NA
1579388400.0 50207.0 NA 175 576 0 NA NA NA NA 382 719 0 NA NA NA NA 1326 2446 459 NA NA NA NA 967 2648 594 NA NA NA
1579388400.0 50208.0 NA 187 583 0 NA NA NA NA 375 778 0 NA NA NA NA 1514 3531 478 NA NA NA NA 960 2788 634 NA NA NA
1579388400.0 504.0 43 0 NA NA NA NA NA 80 0 NA NA NA NA NA 175 115 NA NA NA NA NA 232 236 NA NA NA NA NA
1579388400.0 505.0 42 0 NA NA NA NA NA 79 0 NA NA NA NA NA 176 112 NA NA NA NA NA 483 271 NA NA NA NA NA
1579388400.0 506.0 43 0 NA NA NA NA NA 79 0 NA NA NA NA NA 148 103 NA NA NA NA NA 172 159 NA NA NA NA NA
1579388400.0 509.0 37 0 NA NA NA NA NA 77 0 NA NA NA NA NA 144 106 NA NA NA NA NA 491 158 NA NA NA NA NA
1579388400.0 512.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 3608 NA NA NA NA NA NA 3348 NA NA NA NA NA NA
1579388400.0 514.0 16 42 0 NA NA NA NA 56 85 0 NA NA NA NA 423 164 114 NA NA NA NA 487 230 246 NA NA NA NA
1579388400.0 534.0 46 0 NA NA NA NA NA 91 0 NA NA NA NA NA 174 111 NA NA NA NA NA 320 274 NA NA NA NA NA
1579388400.0 541.0 42 0 NA NA NA NA NA 88 0 NA NA NA NA NA 159 109 NA NA NA NA NA 232 182 NA NA NA NA NA
1579388400.0 556.0 16 43 0 NA NA NA NA 56 86 0 NA NA NA NA 462 188 121 NA NA NA NA 1754 279 457 NA NA NA NA
1579388400.0 560.0 37 0 NA NA NA NA NA 79 0 NA NA NA NA NA 166 112 NA NA NA NA NA 291 276 NA NA NA NA NA
1579388400.0 561.0 40 0 NA NA NA NA NA 79 0 NA NA NA NA NA 176 123 NA NA NA NA NA 311 746 NA NA NA NA NA
1579388400.0 562.0 16 43 0 NA NA NA NA 56 85 0 NA NA NA NA 291 187 112 NA NA NA NA 463 488 277 NA NA NA NA
1579388400.0 7.3 54 174 244 67 0 NA NA 108 473 343 113 0 NA NA 1405 1169 904 216 438 NA NA 846 1189 1006 345 496 NA NA
1579388400.0 7.4 57 171 242 70 0 NA NA 114 481 346 113 0 NA NA 799 1141 844 298 446 NA NA 568 1421 986 347 516 NA NA
