Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1579388400.0 1309.0 NA 107 569 0 NA NA 380 678 0 NA NA 536 1758 593 NA NA 818 1915 684 NA
1579388400.0 131.0 63 81 427 NA NA 141 359 529 NA NA 1320 422 1407 NA NA 653 335 1657 NA NA
1579388400.0 1325.0 NA 108 568 0 69 NA 373 689 0 116 NA 532 1758 610 219 NA 441 1821 876 282
1579388400.0 1325.1 NA 107 218 0 NA NA 373 300 0 NA NA 541 695 261 NA NA 563 1189 335 NA
1579388400.0 1325.3 NA 107 206 0 NA NA 381 279 0 NA NA 543 661 257 NA NA 579 919 383 NA
1579388400.0 1325.5 NA 191 0 NA NA NA 294 0 NA NA NA 4404 111 NA NA NA 4101 141 NA NA
1579388400.0 1325.51 NA 173 0 NA NA NA 245 0 NA NA NA 1424 126 NA NA NA 1780 213 NA NA
1579388400.0 1325.6 NA 163 NA NA NA NA 239 NA NA NA NA 2236 NA NA NA NA 2144 NA NA NA
1579388400.0 1325.7 NA 163 0 NA NA NA 236 0 NA NA NA 2199 115 NA NA NA 2076 204 NA NA
1579388400.0 1325.8 NA 165 0 NA NA NA 238 0 NA NA NA 2204 112 NA NA NA 1878 187 NA NA
1579388400.0 1328.0 NA 105 563 0 NA NA 381 667 0 NA NA 493 1583 597 NA NA 416 1582 1173 NA
1579388400.0 1329.1 NA 177 0 NA NA NA 251 0 NA NA NA 1860 103 NA NA NA 1487 141 NA NA
1579388400.0 1335.0 NA 103 565 0 NA NA 381 684 0 NA NA 495 1589 565 NA NA 540 2325 608 NA
1579388400.0 1338.0 NA 116 571 0 NA NA 373 685 0 NA NA 521 1755 589 NA NA 410 1826 1014 NA
1579388400.0 134.0 NA 423 36 0 NA NA 521 76 0 NA NA 2961 119 62 NA NA 2314 209 83 NA
1579388400.0 134.71 NA 30 496 0 NA NA 77 587 0 NA NA 252 4058 606 NA NA 256 2850 800 NA
1579388400.0 134.801 NA 33 504 0 NA NA 86 599 0 NA NA 234 4259 598 NA NA 227 2707 663 NA
1579388400.0 134.812 NA 32 501 0 NA NA 81 605 0 NA NA 292 4078 592 NA NA 244 2230 631 NA
1579388400.0 134.813 NA 182 63 0 NA NA 268 109 0 NA NA 853 200 218 NA NA 1051 326 336 NA
1579388400.0 134.901 NA 30 506 0 NA NA 83 593 0 NA NA 274 4189 568 NA NA 256 2297 604 NA
1579388400.0 134.912 NA 38 496 0 NA NA 85 584 0 NA NA 304 4027 598 NA NA 261 2766 787 NA
1579388400.0 1340.0 NA 100 552 0 NA NA 373 668 0 NA NA 483 1560 583 NA NA 404 1895 1167 NA
1579388400.0 1343.0 NA 110 559 0 NA NA 381 665 0 NA NA 549 1672 590 NA NA 446 1960 654 NA
1579388400.0 1347.0 NA 101 561 0 NA NA 373 684 0 NA NA 521 1561 593 NA NA 719 1555 1212 NA
1579388400.0 135.11 341 0 145 NA NA 518 0 215 NA NA 1315 223 629 NA NA 1017 260 666 NA NA
1579388400.0 135.12 329 0 136 NA NA 511 0 211 NA NA 1062 243 591 NA NA 1306 401 756 NA NA
1579388400.0 135.13 328 0 NA NA NA 553 0 NA NA NA 1109 256 NA NA NA 1261 382 NA NA NA
1579388400.0 135.2 279 0 132 NA NA 510 0 209 NA NA 962 226 576 NA NA 1350 397 769 NA NA
1579388400.0 135.3 278 0 134 NA NA 518 0 207 NA NA 947 227 579 NA NA 1076 331 835 NA NA
1579388400.0 135.4 322 0 136 NA NA 511 0 212 NA NA 1039 239 576 NA NA 1083 343 702 NA NA
1579388400.0 135.5 323 0 136 NA NA 511 0 209 NA NA 1036 241 563 NA NA 1340 385 639 NA NA
1579388400.0 135.6 329 0 139 NA NA 518 0 212 NA NA 1087 240 601 NA NA 1318 367 738 NA NA
1579388400.0 135.7 328 0 136 NA NA 516 0 209 NA NA 1022 240 589 NA NA 1344 368 794 NA NA
1579388400.0 135.8 142 NA NA NA NA 233 NA NA NA NA 389 NA NA NA NA 574 NA NA NA NA
1579388400.0 135.9 301 0 132 NA NA 511 0 206 NA NA 916 234 574 NA NA 1078 323 767 NA NA
1579388400.0 1355.0 NA 106 561 0 NA NA 373 672 0 NA NA 567 1731 600 NA NA 449 1880 670 NA
1579388400.0 1356.0 85 108 567 0 148 159 378 718 0 214 2902 545 1645 602 573 1065 413 2103 810 673
1579388400.0 136.733 NA 192 68 0 NA NA 291 118 0 NA NA 886 304 221 NA NA 962 288 306 NA
1579388400.0 136.738 NA 79 539 0 NA NA 130 667 0 NA NA 937 11679 753 NA NA 843 4456 879 NA
1579388400.0 136.741 NA 79 546 0 NA NA 136 665 0 NA NA 858 12135 719 NA NA 826 4691 772 NA
1579388400.0 136.746 NA 79 539 0 NA NA 134 661 0 NA NA 772 11181 702 NA NA 488 4186 738 NA
1579388400.0 136.748 NA 80 543 0 NA NA 131 664 0 NA NA 588 10948 695 NA NA 440 4179 736 NA
1579388400.0 136.749 NA 79 540 0 NA NA 135 673 0 NA NA 915 12099 733 NA NA 848 4487 824 NA
1579388400.0 136.752 NA 80 543 0 NA NA 131 669 0 NA NA 833 11659 740 NA NA 817 4535 855 NA
1579388400.0 136.753 NA 77 541 0 NA NA 130 667 0 NA NA 515 11653 721 NA NA 438 4332 770 NA
1579388400.0 136.7611 NA 196 0 NA NA NA 301 0 NA NA NA 4980 110 NA NA NA 4127 149 NA NA
1579388400.0 136.77 NA 79 555 0 NA NA 132 704 0 NA NA 643 10848 695 NA NA 428 4101 733 NA
1579388400.0 136.771 NA 81 542 0 NA NA 135 659 0 NA NA 811 10072 689 NA NA 490 3875 727 NA
1579388400.0 136.7721 NA 190 0 NA NA NA 293 0 NA NA NA 4637 112 NA NA NA 3953 163 NA NA
1579388400.0 136.7722 NA 167 0 NA NA NA 239 0 NA NA NA 1272 105 NA NA NA 1025 145 NA NA
1579388400.0 136.773 NA 77 566 0 NA NA 133 750 0 NA NA 692 11292 708 NA NA 447 4243 753 NA
1579388400.0 136.774 NA 81 544 0 NA NA 136 660 0 NA NA 848 11233 726 NA NA 816 4365 828 NA
1579388400.0 136.777 NA 79 563 0 NA NA 132 742 0 NA NA 761 11379 701 NA NA 785 4467 742 NA
1579388400.0 136.7801 NA 101 0 NA NA NA 160 0 NA NA NA 371 171 NA NA NA 724 267 NA NA
1579388400.0 136.7802 NA 130 0 NA NA NA 184 0 NA NA NA 370 180 NA NA NA 802 241 NA NA
1579388400.0 136.791 NA 200 540 0 NA NA 322 692 0 NA NA 1675 2827 1046 NA NA 1412 2189 1086 NA
1579388400.0 136.801 NA 218 636 0 NA NA 395 803 0 NA NA 4149 9339 1187 NA NA 2373 3951 1238 NA
