Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1579388400.0 10026.0 NA 174 379 0 71 NA NA NA NA NA 605 579 0 135 NA NA NA NA NA 651 2151 1114 236 NA NA NA NA NA 489 2173 1232 325 NA NA NA NA
1579388400.0 1004.0 NA 219 107 0 0 0 0 NA NA NA 350 164 0 0 0 0 NA NA NA 749 264 66 102 232 229 NA NA NA 728 300 161 173 277 261 NA NA
1579388400.0 10042.0 NA 157 362 0 71 NA NA NA NA NA 604 575 0 128 NA NA NA NA NA 603 1911 1157 244 NA NA NA NA NA 426 2046 1204 343 NA NA NA NA
1579388400.0 10071.0 NA 163 363 0 72 NA NA NA NA NA 605 542 0 134 NA NA NA NA NA 604 1898 1107 231 NA NA NA NA NA 421 2158 1211 321 NA NA NA NA
1579388400.0 10224.0 NA 317 629 0 NA NA NA NA NA NA 620 874 0 NA NA NA NA NA NA 2462 3675 1137 NA NA NA NA NA NA 1255 2717 1255 NA NA NA NA NA
1579388400.0 10225.0 NA 330 618 0 NA NA NA NA NA NA 619 880 0 NA NA NA NA NA NA 2542 3427 1123 NA NA NA NA NA NA 1346 2884 1300 NA NA NA NA NA
1579388400.0 103.0 65 171 276 NA NA NA NA NA NA 149 583 433 NA NA NA NA NA NA 1287 329 1616 NA NA NA NA NA NA 821 352 1739 NA NA NA NA NA NA
1579388400.0 10424.0 NA 165 368 0 NA NA NA NA NA NA 603 577 0 NA NA NA NA NA NA 627 1878 1113 NA NA NA NA NA NA 694 1892 1312 NA NA NA NA NA
1579388400.0 106.0 47 0 0 NA NA NA NA NA NA 102 0 0 NA NA NA NA NA NA 762 185 1323 NA NA NA NA NA NA 516 202 1422 NA NA NA NA NA NA
1579388400.0 10801.0 NA 283 397 0 91 184 NA NA NA NA 643 554 0 141 268 NA NA NA NA 3063 3558 3058 750 2306 NA NA NA NA 2974 3760 3479 987 2769 NA NA NA
1579388400.0 10802.0 NA 268 386 0 82 181 NA NA NA NA 556 591 0 139 284 NA NA NA NA 3405 3941 2807 932 2258 NA NA NA NA 3329 4553 2960 1425 2811 NA NA NA
1579388400.0 10803.0 NA 295 399 0 84 181 NA NA NA NA 642 602 0 149 283 NA NA NA NA 3097 3528 3250 960 2351 NA NA NA NA 2882 3718 3578 1383 2923 NA NA NA
1579388400.0 10804.0 NA 259 389 0 83 176 NA NA NA NA 584 573 0 139 251 NA NA NA NA 3081 3428 3209 750 2229 NA NA NA NA 2707 3628 3479 1190 2811 NA NA NA
1579388400.0 10805.0 NA 262 384 0 82 187 NA NA NA NA 546 593 0 149 267 NA NA NA NA 3411 3901 2744 920 2299 NA NA NA NA 3325 4505 2964 1370 2835 NA NA NA
1579388400.0 10806.0 NA 281 384 0 82 151 NA NA NA NA 582 555 0 148 224 NA NA NA NA 3038 3413 3180 1060 2265 NA NA NA NA 2785 3689 3408 1402 2842 NA NA NA
1579388400.0 10807.0 NA 292 385 0 94 179 NA NA NA NA 646 593 0 156 272 NA NA NA NA 2916 3911 2768 867 2369 NA NA NA NA 2319 4489 2952 1219 2891 NA NA NA
1579388400.0 10808.0 NA 274 390 0 90 176 NA NA NA NA 640 565 0 155 271 NA NA NA NA 3415 3540 3128 984 2313 NA NA NA NA 3221 3804 3398 1404 2837 NA NA NA
1579388400.0 10809.0 NA 272 388 0 95 189 NA NA NA NA 560 555 0 161 284 NA NA NA NA 2823 3844 2915 652 2389 NA NA NA NA 2239 4213 3211 959 2859 NA NA NA
1579388400.0 10823.0 NA 289 391 0 86 157 NA NA NA NA 627 553 0 148 224 NA NA NA NA 3049 2993 3077 647 2250 NA NA NA NA 2886 3144 3376 1007 2848 NA NA NA
1579388400.0 10824.0 NA 284 393 0 94 176 NA NA NA NA 598 577 0 163 280 NA NA NA NA 3521 4305 3016 917 2429 NA NA NA NA 2973 4674 3342 1259 2919 NA NA NA
1579388400.0 10824.5 NA 272 164 0 NA NA NA NA NA NA 710 253 0 NA NA NA NA NA NA 1626 486 117 NA NA NA NA NA NA 1502 637 158 NA NA NA NA NA
1579388400.0 10824.6 NA 278 400 0 94 190 NA NA NA NA 607 607 0 157 277 NA NA NA NA 3115 4199 3033 881 2419 NA NA NA NA 2761 4433 3310 1157 2878 NA NA NA
1579388400.0 10824.8 NA 270 405 0 92 176 NA NA NA NA 602 756 0 158 285 NA NA NA NA 3511 4549 2922 1147 2500 NA NA NA NA 2916 4836 3233 1463 2938 NA NA NA
1579388400.0 10825.0 NA 284 404 0 83 191 NA NA NA NA 557 603 0 146 282 NA NA NA NA 3265 3689 3299 1016 2466 NA NA NA NA 2999 3843 3593 1429 2930 NA NA NA
1579388400.0 10826.0 NA 281 402 0 87 186 NA NA NA NA 678 577 0 149 285 NA NA NA NA 3320 4590 2955 736 2624 NA NA NA NA 2872 4456 3229 885 3092 NA NA NA
1579388400.0 10842.0 NA 294 394 0 92 180 NA NA NA NA 698 602 0 160 279 NA NA NA NA 2651 4122 3185 960 2361 NA NA NA NA 1964 4524 3461 1459 2926 NA NA NA
1579388400.0 10859.0 NA 283 418 0 96 178 NA NA NA NA 583 601 0 158 293 NA NA NA NA 3744 5196 2797 761 2571 NA NA NA NA 3400 4621 2980 862 2921 NA NA NA
1579388400.0 10871.0 NA 281 395 0 82 185 NA NA NA NA 540 589 0 151 276 NA NA NA NA 3305 4325 2959 946 2506 NA NA NA NA 2912 4679 3149 1340 3010 NA NA NA
1579388400.0 110.0 62 167 277 NA NA NA NA NA NA 138 538 426 NA NA NA NA NA NA 1744 374 1514 NA NA NA NA NA NA 1470 348 1663 NA NA NA NA NA NA
1579388400.0 11024.0 NA 507 698 0 185 NA NA NA NA NA 779 1017 0 276 NA NA NA NA NA 7297 9342 2966 2546 NA NA NA NA NA 3688 5634 3196 3040 NA NA NA NA
1579388400.0 11024.2 NA 518 744 0 184 NA NA NA NA NA 796 1095 0 288 NA NA NA NA NA 7108 9977 2915 2396 NA NA NA NA NA 3559 6413 3289 2898 NA NA NA NA
1579388400.0 11024.3 NA 507 739 0 175 NA NA NA NA NA 790 1087 0 280 NA NA NA NA NA 7323 9618 3479 2368 NA NA NA NA NA 3366 5971 3974 2888 NA NA NA NA
1579388400.0 11024.6 NA 509 691 0 176 NA NA NA NA NA 796 1013 0 268 NA NA NA NA NA 6757 9049 3158 2511 NA NA NA NA NA 3345 5931 3417 2957 NA NA NA NA
1579388400.0 11025.0 NA 508 700 0 186 NA NA NA NA NA 788 1017 0 280 NA NA NA NA NA 7295 9740 3049 2335 NA NA NA NA NA 3581 6367 3355 2974 NA NA NA NA
1579388400.0 111.0 78 159 284 NA NA NA NA NA NA 186 583 431 NA NA NA NA NA NA 1528 345 1634 NA NA NA NA NA NA 765 304 1717 NA NA NA NA NA NA
1579388400.0 11224.0 NA 269 395 0 NA NA NA NA NA NA 690 591 0 NA NA NA NA NA NA 1561 2233 1909 NA NA NA NA NA NA 1479 2394 2256 NA NA NA NA NA
1579388400.0 11224.6 NA 266 394 0 NA NA NA NA NA NA 640 591 0 NA NA NA NA NA NA 1566 2239 1931 NA NA NA NA NA NA 1507 2386 2353 NA NA NA NA NA
1579388400.0 11623.0 65 161 351 0 69 NA NA NA NA 121 603 539 0 124 NA NA NA NA 1382 766 1805 1191 327 NA NA NA NA 917 700 2257 1530 343 NA NA NA NA
1579388400.0 11624.0 71 168 369 0 70 NA NA NA NA 132 603 555 0 128 NA NA NA NA 2899 766 1984 1193 253 NA NA NA NA 1117 475 2064 1424 340 NA NA NA NA
1579388400.0 11625.0 67 161 357 0 69 NA NA NA NA 130 605 553 0 124 NA NA NA NA 1919 733 1817 1196 240 NA NA NA NA 948 634 2181 1531 331 NA NA NA NA
1579388400.0 11642.0 66 159 357 0 71 NA NA NA NA 125 560 540 0 128 NA NA NA NA 1370 665 1804 1159 244 NA NA NA NA 795 529 2073 1213 333 NA NA NA NA
1579388400.0 120.0 61 166 272 NA NA NA NA NA NA 143 581 417 NA NA NA NA NA NA 857 384 1534 NA NA NA NA NA NA 501 331 2173 NA NA NA NA NA NA
1579388400.0 12024.0 70 167 368 0 NA NA NA NA NA 130 559 574 0 NA NA NA NA NA 2872 772 1966 1187 NA NA NA NA NA 1157 469 2163 1399 NA NA NA NA NA
1579388400.0 122.0 48 0 0 NA NA NA NA NA NA 107 0 0 NA NA NA NA NA NA 791 180 1343 NA NA NA NA NA NA 533 245 1509 NA NA NA NA NA NA
1579388400.0 123.1 314 NA NA NA NA NA NA NA NA 684 NA NA NA NA NA NA NA NA 1620 NA NA NA NA NA NA NA NA 1514 NA NA NA NA NA NA NA NA
1579388400.0 123.2 314 NA NA NA NA NA NA NA NA 683 NA NA NA NA NA NA NA NA 1661 NA NA NA NA NA NA NA NA 1474 NA NA NA NA NA NA NA NA
1579388400.0 123.3 317 NA NA NA NA NA NA NA NA 737 NA NA NA NA NA NA NA NA 1300 NA NA NA NA NA NA NA NA 1354 NA NA NA NA NA NA NA NA
1579388400.0 124.1 297 NA NA NA NA NA NA NA NA 687 NA NA NA NA NA NA NA NA 1320 NA NA NA NA NA NA NA NA 1353 NA NA NA NA NA NA NA NA
1579388400.0 124.2 315 NA NA NA NA NA NA NA NA 685 NA NA NA NA NA NA NA NA 1404 NA NA NA NA NA NA NA NA 1424 NA NA NA NA NA NA NA NA
1579388400.0 124.6 234 NA NA NA NA NA NA NA NA 686 NA NA NA NA NA NA NA NA 1417 NA NA NA NA NA NA NA NA 1339 NA NA NA NA NA NA NA NA
1579388400.0 126.0 72 148 274 NA NA NA NA NA NA 150 584 426 NA NA NA NA NA NA 1445 399 1554 NA NA NA NA NA NA 740 410 1918 NA NA NA NA NA NA
1579388400.0 127.0 70 171 276 NA NA NA NA NA NA 138 538 426 NA NA NA NA NA NA 1226 418 1716 NA NA NA NA NA NA 648 305 1983 NA NA NA NA NA NA
1579388400.0 128.0 62 153 262 NA NA NA NA NA NA 135 582 404 NA NA NA NA NA NA 898 390 1481 NA NA NA NA NA NA 553 315 1643 NA NA NA NA NA NA
1579388400.0 129.0 62 177 271 NA NA NA NA NA NA 142 583 404 NA NA NA NA NA NA 498 379 1489 NA NA NA NA NA NA 670 316 1638 NA NA NA NA NA NA
1579388400.0 130.0 63 178 272 NA NA NA NA NA NA 136 579 413 NA NA NA NA NA NA 1014 416 1689 NA NA NA NA NA NA 619 324 1928 NA NA NA NA NA NA
1579388400.0 1301.0 80 167 191 NA NA NA NA NA NA 168 586 313 NA NA NA NA NA NA 1443 393 1146 NA NA NA NA NA NA 764 358 1189 NA NA NA NA NA NA
1579388400.0 1301.17 66 154 225 NA NA NA NA NA NA 140 589 371 NA NA NA NA NA NA 1607 517 1194 NA NA NA NA NA NA 774 335 1224 NA NA NA NA NA NA
1579388400.0 1304.181 68 245 190 139 NA NA NA NA NA 141 625 529 222 NA NA NA NA NA 1988 1365 861 912 NA NA NA NA NA 840 1208 1246 1067 NA NA NA NA NA
1579388400.0 131.0 63 152 281 NA NA NA NA NA NA 138 582 413 NA NA NA NA NA NA 1461 439 1676 NA NA NA NA NA NA 709 479 1753 NA NA NA NA NA NA
1579388400.0 1310.0 NA 187 345 0 NA NA NA NA NA NA 603 455 0 NA NA NA NA NA NA 462 1693 727 NA NA NA NA NA NA 412 1639 874 NA NA NA NA NA
1579388400.0 1311.0 NA 169 307 0 62 NA NA NA NA NA 603 455 0 118 NA NA NA NA NA 440 937 753 264 NA NA NA NA NA 476 1293 818 275 NA NA NA NA
1579388400.0 1315.0 NA 197 328 0 NA NA NA NA NA NA 602 485 0 NA NA NA NA NA NA 408 1589 699 NA NA NA NA NA NA 383 1760 808 NA NA NA NA NA
1579388400.0 1319.0 NA 178 331 0 NA NA NA NA NA NA 604 486 0 NA NA NA NA NA NA 416 1627 697 NA NA NA NA NA NA 464 2010 770 NA NA NA NA NA
1579388400.0 1320.0 NA 180 329 0 NA NA NA NA NA NA 604 495 0 NA NA NA NA NA NA 441 1643 705 NA NA NA NA NA NA 414 1864 857 NA NA NA NA NA
1579388400.0 1321.0 NA 186 331 0 NA NA NA NA NA NA 552 492 0 NA NA NA NA NA NA 420 1646 705 NA NA NA NA NA NA 389 1983 812 NA NA NA NA NA
1579388400.0 1324.0 NA 179 340 0 NA NA NA NA NA NA 603 488 0 NA NA NA NA NA NA 465 1746 728 NA NA NA NA NA NA 386 1714 840 NA NA NA NA NA
1579388400.0 1325.0 NA 193 345 0 70 NA NA NA NA NA 550 488 0 126 NA NA NA NA NA 482 1844 721 261 NA NA NA NA NA 503 1953 818 265 NA NA NA NA
1579388400.0 1325.5 NA 166 0 NA NA NA NA NA NA NA 268 0 NA NA NA NA NA NA NA 4447 123 NA NA NA NA NA NA NA 4311 216 NA NA NA NA NA NA
1579388400.0 1325.8 NA 205 0 NA NA NA NA NA NA NA 333 0 NA NA NA NA NA NA NA 4449 119 NA NA NA NA NA NA NA 2274 219 NA NA NA NA NA NA
1579388400.0 1327.0 NA 189 333 0 NA NA NA NA NA NA 558 459 0 NA NA NA NA NA NA 438 1679 712 NA NA NA NA NA NA 344 1925 837 NA NA NA NA NA
1579388400.0 1329.0 NA 187 332 0 NA NA NA NA NA NA 603 477 0 NA NA NA NA NA NA 454 1667 707 NA NA NA NA NA NA 587 2023 783 NA NA NA NA NA
1579388400.0 1329.1 NA 192 0 NA NA NA NA NA NA NA 278 0 NA NA NA NA NA NA NA 5241 109 NA NA NA NA NA NA NA 4644 160 NA NA NA NA NA NA
1579388400.0 1330.0 NA 184 338 0 NA NA NA NA NA NA 603 495 0 NA NA NA NA NA NA 449 1708 723 NA NA NA NA NA NA 484 1800 866 NA NA NA NA NA
1579388400.0 1332.0 NA 185 339 0 NA NA NA NA NA NA 558 463 0 NA NA NA NA NA NA 477 1731 726 NA NA NA NA NA NA 509 1798 855 NA NA NA NA NA
1579388400.0 1334.0 NA 164 342 0 NA NA NA NA NA NA 603 491 0 NA NA NA NA NA NA 480 1721 716 NA NA NA NA NA NA 591 1722 823 NA NA NA NA NA
1579388400.0 1337.0 NA 153 353 0 NA NA NA NA NA NA 600 495 0 NA NA NA NA NA NA 531 2136 728 NA NA NA NA NA NA 409 1983 819 NA NA NA NA NA
1579388400.0 1338.0 NA 173 343 0 NA NA NA NA NA NA 603 473 0 NA NA NA NA NA NA 485 1800 723 NA NA NA NA NA NA 549 1919 830 NA NA NA NA NA
1579388400.0 1339.0 NA 191 351 0 NA NA NA NA NA NA 603 506 0 NA NA NA NA NA NA 510 1980 724 NA NA NA NA NA NA 389 2037 894 NA NA NA NA NA
1579388400.0 134.0 NA 304 43 0 NA NA NA NA NA NA 426 89 0 NA NA NA NA NA NA 2946 118 70 NA NA NA NA NA NA 2185 231 101 NA NA NA NA NA
1579388400.0 134.801 NA 39 325 0 NA NA NA NA NA NA 101 435 0 NA NA NA NA NA NA 225 4017 604 NA NA NA NA NA NA 174 2413 682 NA NA NA NA NA
1579388400.0 134.91 NA 40 318 0 NA NA NA NA NA NA 107 451 0 NA NA NA NA NA NA 248 4519 640 NA NA NA NA NA NA 179 2971 713 NA NA NA NA NA
1579388400.0 134.99602 NA 42 322 0 NA NA NA NA NA NA 104 475 0 NA NA NA NA NA NA 232 4491 594 NA NA NA NA NA NA 190 2667 658 NA NA NA NA NA
1579388400.0 1341.0 NA 191 347 0 NA NA NA NA NA NA 558 479 0 NA NA NA NA NA NA 503 2020 736 NA NA NA NA NA NA 414 1988 840 NA NA NA NA NA
1579388400.0 1347.0 NA 160 340 0 NA NA NA NA NA NA 603 482 0 NA NA NA NA NA NA 465 1701 722 NA NA NA NA NA NA 502 1959 816 NA NA NA NA NA
1579388400.0 1348.0 NA 175 329 0 NA NA NA NA NA NA 603 485 0 NA NA NA NA NA NA 457 1671 712 NA NA NA NA NA NA 541 2023 816 NA NA NA NA NA
1579388400.0 135.1 324 0 125 NA NA NA NA NA NA 700 0 213 NA NA NA NA NA NA 998 237 846 NA NA NA NA NA NA 862 281 1056 NA NA NA NA NA NA
1579388400.0 135.11 337 0 129 NA NA NA NA NA NA 655 0 215 NA NA NA NA NA NA 1179 240 892 NA NA NA NA NA NA 1047 303 925 NA NA NA NA NA NA
1579388400.0 135.12 338 0 131 NA NA NA NA NA NA 686 0 216 NA NA NA NA NA NA 1744 421 1370 NA NA NA NA NA NA 1640 632 1685 NA NA NA NA NA NA
1579388400.0 135.2 257 0 125 NA NA NA NA NA NA 696 0 212 NA NA NA NA NA NA 846 215 807 NA NA NA NA NA NA 771 261 892 NA NA NA NA NA NA
1579388400.0 135.3 259 0 123 NA NA NA NA NA NA 697 0 215 NA NA NA NA NA NA 848 220 818 NA NA NA NA NA NA 800 300 958 NA NA NA NA NA NA
1579388400.0 135.4 309 0 125 NA NA NA NA NA NA 706 0 207 NA NA NA NA NA NA 878 228 812 NA NA NA NA NA NA 1041 299 944 NA NA NA NA NA NA
1579388400.0 135.6 314 0 126 NA NA NA NA NA NA 703 0 220 NA NA NA NA NA NA 999 233 847 NA NA NA NA NA NA 1033 291 1084 NA NA NA NA NA NA
1579388400.0 135.7 313 0 125 NA NA NA NA NA NA 701 0 203 NA NA NA NA NA NA 927 230 830 NA NA NA NA NA NA 1118 300 963 NA NA NA NA NA NA
1579388400.0 135.9 325 0 123 NA NA NA NA NA NA 736 0 202 NA NA NA NA NA NA 856 223 809 NA NA NA NA NA NA 753 272 896 NA NA NA NA NA NA
1579388400.0 1353.0 NA 197 343 0 NA NA NA NA NA NA 603 470 0 NA NA NA NA NA NA 460 1750 715 NA NA NA NA NA NA 411 1972 824 NA NA NA NA NA
1579388400.0 1355.0 NA 202 341 0 NA NA NA NA NA NA 604 493 0 NA NA NA NA NA NA 486 1758 720 NA NA NA NA NA NA 381 1727 846 NA NA NA NA NA
1579388400.0 1356.0 81 197 343 0 130 NA NA NA NA 163 599 494 0 218 NA NA NA NA 2005 434 1732 700 810 NA NA NA NA 831 344 2166 747 881 NA NA NA NA
1579388400.0 136.761 NA 86 403 0 NA NA NA NA NA NA 155 641 0 NA NA NA NA NA NA 542 16616 724 NA NA NA NA NA NA 487 5453 841 NA NA NA NA NA
1579388400.0 136.7611 NA 175 0 NA NA NA NA NA NA NA 276 0 NA NA NA NA NA NA NA 4907 117 NA NA NA NA NA NA NA 4315 175 NA NA NA NA NA NA
1579388400.0 136.7721 NA 171 0 NA NA NA NA NA NA NA 263 0 NA NA NA NA NA NA NA 5024 114 NA NA NA NA NA NA NA 4355 170 NA NA NA NA NA NA
1579388400.0 136.7722 NA 182 0 NA NA NA NA NA NA NA 279 0 NA NA NA NA NA NA NA 5011 116 NA NA NA NA NA NA NA 4339 179 NA NA NA NA NA NA
1579388400.0 136.781 NA 110 433 0 NA NA NA NA NA NA 167 750 0 NA NA NA NA NA NA 525 15998 1163 NA NA NA NA NA NA 767 5640 1241 NA NA NA NA NA
1579388400.0 136.784 NA 108 454 0 NA NA NA NA NA NA 190 843 0 NA NA NA NA NA NA 483 14966 1060 NA NA NA NA NA NA 472 5161 1123 NA NA NA NA NA
1579388400.0 136.789 NA 102 417 0 NA NA NA NA NA NA 174 712 0 NA NA NA NA NA NA 465 14644 1163 NA NA NA NA NA NA 435 5352 1228 NA NA NA NA NA
1579388400.0 136.795 NA 104 433 0 NA NA NA NA NA NA 173 702 0 NA NA NA NA NA NA 528 13918 1220 NA NA NA NA NA NA 427 5062 1275 NA NA NA NA NA
1579388400.0 136.797 NA 110 420 0 NA NA NA NA NA NA 181 699 0 NA NA NA NA NA NA 598 14023 1219 NA NA NA NA NA NA 438 4963 1277 NA NA NA NA NA
1579388400.0 136.798 NA 106 414 0 NA NA NA NA NA NA 176 723 0 NA NA NA NA NA NA 505 12665 1219 NA NA NA NA NA NA 410 4567 1287 NA NA NA NA NA
1579388400.0 136.803 NA 113 335 0 NA NA NA NA NA NA 186 523 0 NA NA NA NA NA NA 612 2674 1096 NA NA NA NA NA NA 531 2148 1284 NA NA NA NA NA
1579388400.0 136.805 NA 106 423 0 NA NA NA NA NA NA 179 703 0 NA NA NA NA NA NA 520 13520 1253 NA NA NA NA NA NA 449 5208 1340 NA NA NA NA NA
1579388400.0 136.807 NA 115 424 0 NA NA NA NA NA NA 173 750 0 NA NA NA NA NA NA 540 14185 1256 NA NA NA NA NA NA 770 5063 1317 NA NA NA NA NA
1579388400.0 136.808 NA 103 448 0 NA NA NA NA NA NA 176 803 0 NA NA NA NA NA NA 540 13637 1262 NA NA NA NA NA NA 399 4928 1353 NA NA NA NA NA
1579388400.0 136.812 NA 110 445 0 NA NA NA NA NA NA 176 818 0 NA NA NA NA NA NA 499 13435 1148 NA NA NA NA NA NA 487 4893 1208 NA NA NA NA NA
1579388400.0 136.815 NA 117 345 0 NA NA NA NA NA NA 178 521 0 NA NA NA NA NA NA 532 2828 1124 NA NA NA NA NA NA 352 2115 1192 NA NA NA NA NA
1579388400.0 136.819 NA 111 456 0 NA NA NA NA NA NA 171 796 0 NA NA NA NA NA NA 553 18756 1180 NA NA NA NA NA NA 570 6170 1287 NA NA NA NA NA
1579388400.0 136.823 NA 110 446 0 NA NA NA NA NA NA 182 865 0 NA NA NA NA NA NA 525 14947 1135 NA NA NA NA NA NA 487 5157 1186 NA NA NA NA NA
1579388400.0 136.824 NA 112 479 0 NA NA NA NA NA NA 183 770 0 NA NA NA NA NA NA 648 36937 1877 NA NA NA NA NA NA 592 13495 2164 NA NA NA NA NA
1579388400.0 136.827 NA 105 339 0 NA NA NA NA NA NA 178 530 0 NA NA NA NA NA NA 494 2710 1025 NA NA NA NA NA NA 391 2185 1138 NA NA NA NA NA
1579388400.0 136.831 NA 116 455 0 NA NA NA NA NA NA 178 814 0 NA NA NA NA NA NA 537 19027 1141 NA NA NA NA NA NA 391 6135 1193 NA NA NA NA NA
1579388400.0 136.832 NA 121 464 0 NA NA NA NA NA NA 169 743 0 NA NA NA NA NA NA 757 37865 1937 NA NA NA NA NA NA 541 12938 2255 NA NA NA NA NA
1579388400.0 136.836 NA 106 463 0 NA NA NA NA NA NA 184 802 0 NA NA NA NA NA NA 546 18982 1152 NA NA NA NA NA NA 402 6103 1211 NA NA NA NA NA
1579388400.0 136.837 NA 108 440 0 NA NA NA NA NA NA 177 748 0 NA NA NA NA NA NA 529 14475 1249 NA NA NA NA NA NA 437 5106 1308 NA NA NA NA NA
1579388400.0 136.839 NA 122 348 0 NA NA NA NA NA NA 188 505 0 NA NA NA NA NA NA 549 2946 1136 NA NA NA NA NA NA 370 2169 1291 NA NA NA NA NA
1579388400.0 136.84 NA 109 431 0 NA NA NA NA NA NA 176 748 0 NA NA NA NA NA NA 594 14560 1297 NA NA NA NA NA NA 437 5050 1353 NA NA NA NA NA
1579388400.0 136.841 NA 115 433 0 NA NA NA NA NA NA 187 743 0 NA NA NA NA NA NA 505 14218 1215 NA NA NA NA NA NA 493 4925 1282 NA NA NA NA NA
1579388400.0 136.842 NA 115 461 0 NA NA NA NA NA NA 175 767 0 NA NA NA NA NA NA 569 19349 1135 NA NA NA NA NA NA 438 6290 1181 NA NA NA NA NA
1579388400.0 136.843 NA 109 451 0 NA NA NA NA NA NA 179 701 0 NA NA NA NA NA NA 713 37909 1828 NA NA NA NA NA NA 604 13481 2149 NA NA NA NA NA
1579388400.0 136.844 NA 113 435 0 NA NA NA NA NA NA 178 761 0 NA NA NA NA NA NA 695 14570 1153 NA NA NA NA NA NA 882 5094 1209 NA NA NA NA NA
1579388400.0 136.8561 NA 231 363 0 NA NA NA NA NA NA 372 550 0 NA NA NA NA NA NA 1451 2858 994 NA NA NA NA NA NA 1619 2742 1033 NA NA NA NA NA
1579388400.0 136.8562 NA 204 342 0 NA NA NA NA NA NA 343 522 0 NA NA NA NA NA NA 1300 2431 1000 NA NA NA NA NA NA 1493 2143 1092 NA NA NA NA NA
