Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1579388400.0 1325.4 NA 107 279 0 NA NA NA NA NA NA 186 334 0 NA NA NA NA NA NA 1415 3852 1056 NA NA NA NA NA NA 1825 4112 1142 NA NA NA NA NA
1579388400.0 1325.5 NA 148 0 NA NA NA NA NA NA NA 232 0 NA NA NA NA NA NA NA 5000 463 NA NA NA NA NA NA NA 5617 903 NA NA NA NA NA NA
1579388400.0 1325.51 NA 144 0 NA NA NA NA NA NA NA 233 0 NA NA NA NA NA NA NA 3213 634 NA NA NA NA NA NA NA 3920 1649 NA NA NA NA NA NA
1579388400.0 1325.6 NA 198 NA NA NA NA NA NA NA NA 307 NA NA NA NA NA NA NA NA 7731 NA NA NA NA NA NA NA NA 9827 NA NA NA NA NA NA NA
1579388400.0 1325.7 NA 193 0 NA NA NA NA NA NA NA 303 0 NA NA NA NA NA NA NA 7429 303 NA NA NA NA NA NA NA 8058 350 NA NA NA NA NA NA
1579388400.0 1325.8 NA 191 0 NA NA NA NA NA NA NA 303 0 NA NA NA NA NA NA NA 7132 323 NA NA NA NA NA NA NA 7643 371 NA NA NA NA NA NA
1579388400.0 1325.9 NA 124 272 0 71 NA NA NA NA NA 200 334 0 107 NA NA NA NA NA 1868 4292 949 581 NA NA NA NA NA 2268 4692 1015 677 NA NA NA NA
1579388400.0 1326.0 NA 109 275 0 NA NA NA NA NA NA 184 332 0 NA NA NA NA NA NA 1105 3616 917 NA NA NA NA NA NA 1301 3886 992 NA NA NA NA NA
1579388400.0 1327.0 NA 103 264 0 NA NA NA NA NA NA 184 332 0 NA NA NA NA NA NA 1267 3739 913 NA NA NA NA NA NA 1857 4455 973 NA NA NA NA NA
1579388400.0 1328.0 NA 104 274 0 NA NA NA NA NA NA 187 335 0 NA NA NA NA NA NA 1504 3862 959 NA NA NA NA NA NA 2499 4253 1031 NA NA NA NA NA
1579388400.0 1329.1 NA 184 0 NA NA NA NA NA NA NA 292 0 NA NA NA NA NA NA NA 5614 332 NA NA NA NA NA NA NA 5833 385 NA NA NA NA NA NA
1579388400.0 1330.0 NA 105 289 0 172 NA NA NA NA NA 185 350 0 234 NA NA NA NA NA 1420 3713 974 1386 NA NA NA NA NA 1791 3926 1033 1456 NA NA NA NA
1579388400.0 1331.0 NA 108 273 0 172 NA NA NA NA NA 185 333 0 239 NA NA NA NA NA 1330 3634 1002 1401 NA NA NA NA NA 2002 3946 1082 1488 NA NA NA NA
1579388400.0 1332.0 NA 107 269 0 NA NA NA NA NA NA 186 334 0 NA NA NA NA NA NA 1419 4778 1010 NA NA NA NA NA NA 1848 6362 1101 NA NA NA NA NA
1579388400.0 1333.0 NA 107 267 0 NA NA NA NA NA NA 185 331 0 NA NA NA NA NA NA 1117 3795 903 NA NA NA NA NA NA 1366 4493 963 NA NA NA NA NA
1579388400.0 1334.0 NA 106 273 0 NA NA NA NA NA NA 186 335 0 NA NA NA NA NA NA 1358 4591 950 NA NA NA NA NA NA 1796 5271 1020 NA NA NA NA NA
1579388400.0 1335.0 NA 106 272 0 NA NA NA NA NA NA 184 332 0 NA NA NA NA NA NA 1279 3722 1014 NA NA NA NA NA NA 2223 4135 1107 NA NA NA NA NA
1579388400.0 1338.0 NA 108 272 0 175 NA NA NA NA NA 187 335 0 241 NA NA NA NA NA 1383 3419 890 1377 NA NA NA NA NA 2115 3609 948 1490 NA NA NA NA
1579388400.0 134.0 NA 245 39 0 NA NA NA NA NA NA 340 73 0 NA NA NA NA NA NA 7201 380 181 NA NA NA NA NA NA 7500 580 212 NA NA NA NA NA
1579388400.0 134.701 NA 37 270 0 NA NA NA NA NA NA 106 337 0 NA NA NA NA NA NA 746 10134 1017 NA NA NA NA NA NA 1384 10331 1072 NA NA NA NA NA
1579388400.0 134.71 NA 37 250 0 NA NA NA NA NA NA 103 317 0 NA NA NA NA NA NA 727 8876 669 NA NA NA NA NA NA 1359 9081 742 NA NA NA NA NA
1579388400.0 134.813 NA 136 68 0 NA NA NA NA NA NA 219 100 0 NA NA NA NA NA NA 2770 773 752 NA NA NA NA NA NA 3386 1607 897 NA NA NA NA NA
1579388400.0 134.912 NA 37 252 0 NA NA NA NA NA NA 109 316 0 NA NA NA NA NA NA 827 8975 793 NA NA NA NA NA NA 1492 9194 857 NA NA NA NA NA
1579388400.0 1340.0 NA 104 268 0 NA NA NA NA NA NA 185 330 0 NA NA NA NA NA NA 1186 3507 1023 NA NA NA NA NA NA 1407 3746 1090 NA NA NA NA NA
1579388400.0 1343.0 NA 106 265 0 NA NA NA NA NA NA 185 334 0 NA NA NA NA NA NA 1508 4673 1269 NA NA NA NA NA NA 1852 6035 1498 NA NA NA NA NA
1579388400.0 1344.0 NA 104 271 0 NA NA NA NA NA NA 185 334 0 NA NA NA NA NA NA 1386 3775 975 NA NA NA NA NA NA 2166 4166 1040 NA NA NA NA NA
1579388400.0 1345.0 NA 105 270 0 NA NA NA NA NA NA 186 334 0 NA NA NA NA NA NA 1368 4070 951 NA NA NA NA NA NA 1558 4482 1022 NA NA NA NA NA
1579388400.0 1347.0 NA 107 268 0 NA NA NA NA NA NA 186 333 0 NA NA NA NA NA NA 1200 3614 900 NA NA NA NA NA NA 1367 3963 968 NA NA NA NA NA
1579388400.0 1348.0 NA 102 273 0 NA NA NA NA NA NA 184 332 0 NA NA NA NA NA NA 1415 4694 1112 NA NA NA NA NA NA 2202 6145 1184 NA NA NA NA NA
1579388400.0 1349.0 NA 109 276 0 NA NA NA NA NA NA 184 332 0 NA NA NA NA NA NA 1215 3777 1006 NA NA NA NA NA NA 1596 4004 1067 NA NA NA NA NA
1579388400.0 135.1 246 0 115 NA NA NA NA NA NA 301 0 155 NA NA NA NA NA NA 2199 618 1204 NA NA NA NA NA NA 2357 672 1314 NA NA NA NA NA NA
1579388400.0 135.11 250 0 109 NA NA NA NA NA NA 305 0 155 NA NA NA NA NA NA 2821 557 1331 NA NA NA NA NA NA 2975 610 1432 NA NA NA NA NA NA
1579388400.0 135.12 243 0 111 NA NA NA NA NA NA 299 0 155 NA NA NA NA NA NA 2714 512 1254 NA NA NA NA NA NA 4039 576 1602 NA NA NA NA NA NA
1579388400.0 135.13 243 0 NA NA NA NA NA NA NA 302 0 NA NA NA NA NA NA NA 2065 719 NA NA NA NA NA NA NA 2352 1015 NA NA NA NA NA NA NA
1579388400.0 135.2 247 0 112 NA NA NA NA NA NA 295 0 154 NA NA NA NA NA NA 1755 586 1149 NA NA NA NA NA NA 1906 645 1250 NA NA NA NA NA NA
1579388400.0 135.3 248 0 114 NA NA NA NA NA NA 295 0 155 NA NA NA NA NA NA 2487 617 1135 NA NA NA NA NA NA 3729 679 1233 NA NA NA NA NA NA
1579388400.0 135.4 247 0 110 NA NA NA NA NA NA 298 0 154 NA NA NA NA NA NA 1804 513 1115 NA NA NA NA NA NA 1945 563 1322 NA NA NA NA NA NA
1579388400.0 135.5 247 0 114 NA NA NA NA NA NA 299 0 154 NA NA NA NA NA NA 1924 521 1135 NA NA NA NA NA NA 2081 570 1470 NA NA NA NA NA NA
1579388400.0 135.6 257 0 113 NA NA NA NA NA NA 301 0 155 NA NA NA NA NA NA 2117 553 1176 NA NA NA NA NA NA 2264 604 1286 NA NA NA NA NA NA
1579388400.0 135.7 247 0 117 NA NA NA NA NA NA 299 0 154 NA NA NA NA NA NA 2079 549 1143 NA NA NA NA NA NA 2243 611 1258 NA NA NA NA NA NA
1579388400.0 135.8 114 NA NA NA NA NA NA NA NA 157 NA NA NA NA NA NA NA NA 1132 NA NA NA NA NA NA NA NA 1375 NA NA NA NA NA NA NA NA
1579388400.0 135.9 245 0 114 NA NA NA NA NA NA 299 0 155 NA NA NA NA NA NA 2003 529 1573 NA NA NA NA NA NA 2897 587 2403 NA NA NA NA NA NA
1579388400.0 1350.0 NA 106 270 0 NA NA NA NA NA NA 185 332 0 NA NA NA NA NA NA 1340 4652 1127 NA NA NA NA NA NA 1763 6310 1245 NA NA NA NA NA
1579388400.0 1351.0 NA 104 273 0 NA NA NA NA NA NA 185 332 0 NA NA NA NA NA NA 1143 3658 981 NA NA NA NA NA NA 1326 3997 1057 NA NA NA NA NA
1579388400.0 1352.0 NA 108 268 0 NA NA NA NA NA NA 185 331 0 NA NA NA NA NA NA 1165 3610 983 NA NA NA NA NA NA 1292 4248 1039 NA NA NA NA NA
1579388400.0 1353.0 NA 109 270 0 NA NA NA NA NA NA 186 334 0 NA NA NA NA NA NA 1367 3524 857 NA NA NA NA NA NA 2032 3707 914 NA NA NA NA NA
1579388400.0 1354.0 NA 109 275 0 NA NA NA NA NA NA 187 335 0 NA NA NA NA NA NA 1504 3812 973 NA NA NA NA NA NA 1863 4060 1042 NA NA NA NA NA
1579388400.0 1355.0 NA 105 278 0 NA NA NA NA NA NA 186 334 0 NA NA NA NA NA NA 1347 3599 935 NA NA NA NA NA NA 1579 3779 1073 NA NA NA NA NA
1579388400.0 136.733 NA 147 71 0 NA NA NA NA NA NA 232 107 0 NA NA NA NA NA NA 3076 756 724 NA NA NA NA NA NA 4387 1015 1090 NA NA NA NA NA
1579388400.0 136.735 NA 69 242 0 NA NA NA NA NA NA 144 302 0 NA NA NA NA NA NA 1806 4304 985 NA NA NA NA NA NA 2052 4487 1045 NA NA NA NA NA
